sku_id,product_id,colour_family,size,active_flag
SKU000705,PROD0042,Navy,XL,True
SKU000706,PROD0043,Beige,XS,True
SKU000707,PROD0043,Beige,S,True
SKU000708,PROD0043,Beige,M,True
SKU000709,PROD0043,Beige,L,True
SKU000710,PROD0043,Beige,XL,True
SKU000711,PROD0043,Orange,XS,True
SKU000712,PROD0043,Orange,S,True
SKU000713,PROD0043,Orange,M,True
SKU000714,PROD0043,Orange,L,True
SKU000715,PROD0043,Orange,XL,True
SKU000716,PROD0044,Black,XS,True
SKU000717,PROD0044,Black,S,True
SKU000718,PROD0044,Black,M,True
SKU000719,PROD0044,Black,L,True
SKU000720,PROD0044,Black,XL,True
SKU000721,PROD0044,Beige,XS,True
SKU000722,PROD0044,Beige,S,True
SKU000723,PROD0044,Beige,M,True
SKU000724,PROD0044,Beige,L,True
SKU000725,PROD0044,Beige,XL,True
SKU000726,PROD0044,Grey,XS,True
SKU000727,PROD0044,Grey,S,True
SKU000728,PROD0044,Grey,M,True
SKU000729,PROD0044,Grey,L,True
SKU000730,PROD0044,Grey,XL,True
SKU000731,PROD0045,Grey,XS,True
SKU000732,PROD0045,Grey,S,True
SKU000733,PROD0045,Grey,M,True
SKU000734,PROD0045,Grey,L,True
SKU000735,PROD0045,Grey,XL,True
SKU000736,PROD0045,Black,XS,True
SKU000737,PROD0045,Black,S,True
SKU000738,PROD0045,Black,M,True
SKU000739,PROD0045,Black,L,True
SKU000740,PROD0045,Black,XL,True
SKU000741,PROD0045,Brown,XS,True
SKU000742,PROD0045,Brown,S,True
SKU000743,PROD0045,Brown,M,True
SKU000744,PROD0045,Brown,L,True
SKU000745,PROD0045,Brown,XL,True
SKU000746,PROD0046,Green,XS,True
SKU000747,PROD0046,Green,S,True
SKU000748,PROD0046,Green,M,True
SKU000749,PROD0046,Green,L,True
SKU000750,PROD0046,Green,XL,True
SKU000751,PROD0046,Black,XS,True
SKU000752,PROD0046,Black,S,True
SKU000753,PROD0046,Black,M,True
SKU000754,PROD0046,Black,L,True
SKU000755,PROD0046,Black,XL,True
SKU000756,PROD0046,Blue,XS,True
SKU000757,PROD0046,Blue,S,True
SKU000758,PROD0046,Blue,M,True
SKU000759,PROD0046,Blue,L,True
SKU000760,PROD0046,Blue,XL,True
SKU000761,PROD0047,Green,XS,True
SKU000762,PROD0047,Green,S,True
SKU000763,PROD0047,Green,M,True
SKU000764,PROD0047,Green,L,True
SKU000765,PROD0047,Green,XL,True
SKU000766,PROD0047,Black,XS,True
SKU000767,PROD0047,Black,S,True
SKU000768,PROD0047,Black,M,True
SKU000769,PROD0047,Black,L,True
SKU000770,PROD0047,Black,XL,True
SKU000771,PROD0047,Navy,XS,True
SKU000772,PROD0047,Navy,S,True
SKU000773,PROD0047,Navy,M,True
SKU000774,PROD0047,Navy,L,True
SKU000775,PROD0047,Navy,XL,True
SKU000776,PROD0048,Black,XS,True
SKU000777,PROD0048,Black,S,True
SKU000778,PROD0048,Black,M,True
SKU000779,PROD0048,Black,L,True
SKU000780,PROD0048,Black,XL,True
SKU000781,PROD0048,White,XS,True
SKU000782,PROD0048,White,S,True
SKU000783,PROD0048,White,M,True
SKU000784,PROD0048,White,L,True
SKU000785,PROD0048,White,XL,True
SKU000786,PROD0048,Navy,XS,True
SKU000787,PROD0048,Navy,S,True
SKU000788,PROD0048,Navy,M,True
SKU000789,PROD0048,Navy,L,True
SKU000790,PROD0048,Navy,XL,True
SKU000791,PROD0048,Brown,XS,True
SKU000792,PROD0048,Brown,S,True
SKU000793,PROD0048,Brown,M,True
SKU000794,PROD0048,Brown,L,True
SKU000795,PROD0048,Brown,XL,True
SKU000796,PROD0048,Grey,XS,True
SKU000797,PROD0048,Grey,S,True
SKU000798,PROD0048,Grey,M,True
SKU000799,PROD0048,Grey,L,True
SKU000800,PROD0048,Grey,XL,True
SKU000801,PROD0049,White,XS,True
SKU000802,PROD0049,White,S,True
SKU000803,PROD0049,White,M,True
SKU000804,PROD0049,White,L,True
SKU000805,PROD0049,White,XL,True
SKU000806,PROD0049,Orange,XS,True
SKU000807,PROD0049,Orange,S,True
SKU000808,PROD0049,Orange,M,True
SKU000809,PROD0049,Orange,L,True
SKU000810,PROD0049,Orange,XL,True
SKU000811,PROD0049,Brown,XS,True
SKU000812,PROD0049,Brown,S,True
SKU000813,PROD0049,Brown,M,True
SKU000814,PROD0049,Brown,L,True
SKU000815,PROD0049,Brown,XL,True
SKU000816,PROD0050,Brown,XS,True
SKU000817,PROD0050,Brown,S,True
SKU000818,PROD0050,Brown,M,True
SKU000819,PROD0050,Brown,L,True
SKU000820,PROD0050,Brown,XL,True
SKU000821,PROD0050,Navy,XS,True
SKU000822,PROD0050,Navy,S,True
SKU000823,PROD0050,Navy,M,True
SKU000824,PROD0050,Navy,L,True
SKU000825,PROD0050,Navy,XL,True
SKU000826,PROD0050,Black,XS,True
SKU000827,PROD0050,Black,S,True
SKU000828,PROD0050,Black,M,True
SKU000829,PROD0050,Black,L,True
SKU000830,PROD0050,Black,XL,True
SKU000831,PROD0051,Black,XS,True
SKU000832,PROD0051,Black,S,True
SKU000833,PROD0051,Black,M,True
SKU000834,PROD0051,Black,L,True
SKU000835,PROD0051,Black,XL,True
SKU000836,PROD0051,Navy,XS,True
SKU000837,PROD0051,Navy,S,True
SKU000838,PROD0051,Navy,M,True
SKU000839,PROD0051,Navy,L,True
SKU000840,PROD0051,Navy,XL,True
SKU000841,PROD0051,White,XS,True
SKU000842,PROD0051,White,S,True
SKU000843,PROD0051,White,M,True
SKU000844,PROD0051,White,L,True
SKU000845,PROD0051,White,XL,True
SKU000846,PROD0052,White,XS,True
SKU000847,PROD0052,White,S,True
SKU000848,PROD0052,White,M,True
SKU000849,PROD0052,White,L,True
SKU000850,PROD0052,White,XL,True
SKU000851,PROD0052,Navy,XS,True
SKU000852,PROD0052,Navy,S,True
SKU000853,PROD0052,Navy,M,True
SKU000854,PROD0052,Navy,L,True
SKU000855,PROD0052,Navy,XL,True
SKU000856,PROD0052,Blue,XS,True
SKU000857,PROD0052,Blue,S,True
SKU000858,PROD0052,Blue,M,True
SKU000859,PROD0052,Blue,L,True
SKU000860,PROD0052,Blue,XL,True
SKU000861,PROD0053,Black,XS,True
SKU000862,PROD0053,Black,S,True
SKU000863,PROD0053,Black,M,True
SKU000864,PROD0053,Black,L,True
SKU000865,PROD0053,Black,XL,True
SKU000866,PROD0053,White,XS,True
SKU000867,PROD0053,White,S,True
SKU000868,PROD0053,White,M,True
SKU000869,PROD0053,White,L,True
SKU000870,PROD0053,White,XL,True
SKU000871,PROD0053,Green,XS,True
SKU000872,PROD0053,Green,S,True
SKU000873,PROD0053,Green,M,True
SKU000874,PROD0053,Green,L,True
SKU000875,PROD0053,Green,XL,True
SKU000876,PROD0054,Grey,XS,True
SKU000877,PROD0054,Grey,S,True
SKU000878,PROD0054,Grey,M,True
SKU000879,PROD0054,Grey,L,True
SKU000880,PROD0054,Grey,XL,True
SKU000881,PROD0054,Black,XS,True
SKU000882,PROD0054,Black,S,True
SKU000883,PROD0054,Black,M,True
SKU000884,PROD0054,Black,L,True
SKU000885,PROD0054,Black,XL,True
SKU000886,PROD0054,Red,XS,True
SKU000887,PROD0054,Red,S,True
SKU000888,PROD0054,Red,M,True
SKU000889,PROD0054,Red,L,True
SKU000890,PROD0054,Red,XL,True
SKU000891,PROD0054,Beige,XS,True
SKU000892,PROD0054,Beige,S,True
SKU000893,PROD0054,Beige,M,True
SKU000894,PROD0054,Beige,L,True
SKU000895,PROD0054,Beige,XL,True
SKU000896,PROD0055,Black,XS,True
SKU000897,PROD0055,Black,S,True
SKU000898,PROD0055,Black,M,True
SKU000899,PROD0055,Black,L,True
SKU000900,PROD0055,Black,XL,True
SKU000901,PROD0055,Grey,XS,True
SKU000902,PROD0055,Grey,S,True
SKU000903,PROD0055,Grey,M,True
SKU000904,PROD0055,Grey,L,True
SKU000905,PROD0055,Grey,XL,True
SKU000906,PROD0056,Orange,XS,True
SKU000907,PROD0056,Orange,S,True
SKU000908,PROD0056,Orange,M,True
SKU000909,PROD0056,Orange,L,True
SKU000910,PROD0056,Orange,XL,True
SKU000911,PROD0056,Navy,XS,True
SKU000912,PROD0056,Navy,S,True
SKU000913,PROD0056,Navy,M,True
SKU000914,PROD0056,Navy,L,True
SKU000915,PROD0056,Navy,XL,True
SKU000916,PROD0056,Beige,XS,True
SKU000917,PROD0056,Beige,S,True
SKU000918,PROD0056,Beige,M,True
SKU000919,PROD0056,Beige,L,True
SKU000920,PROD0056,Beige,XL,True
SKU000921,PROD0056,Red,XS,True
SKU000922,PROD0056,Red,S,True
SKU000923,PROD0056,Red,M,True
SKU000924,PROD0056,Red,L,True
SKU000925,PROD0056,Red,XL,True
SKU000926,PROD0057,Beige,XS,True
SKU000927,PROD0057,Beige,S,True
SKU000928,PROD0057,Beige,M,True
SKU000929,PROD0057,Beige,L,True
SKU000930,PROD0057,Beige,XL,True
SKU000931,PROD0057,Black,XS,True
SKU000932,PROD0057,Black,S,True
SKU000933,PROD0057,Black,M,True
SKU000934,PROD0057,Black,L,True
SKU000935,PROD0057,Black,XL,True
SKU000936,PROD0057,Grey,XS,True
SKU000937,PROD0057,Grey,S,True
SKU000938,PROD0057,Grey,M,True
SKU000939,PROD0057,Grey,L,True
SKU000940,PROD0057,Grey,XL,True
SKU000941,PROD0058,Grey,XS,True
SKU000942,PROD0058,Grey,S,True
SKU000943,PROD0058,Grey,M,True
SKU000944,PROD0058,Grey,L,True
SKU000945,PROD0058,Grey,XL,True
SKU000946,PROD0058,Navy,XS,True
SKU000947,PROD0058,Navy,S,True
SKU000948,PROD0058,Navy,M,True
SKU000949,PROD0058,Navy,L,True
SKU000950,PROD0058,Navy,XL,True
SKU000951,PROD0058,Green,XS,True
SKU000952,PROD0058,Green,S,True
SKU000953,PROD0058,Green,M,True
SKU000954,PROD0058,Green,L,True
SKU000955,PROD0058,Green,XL,True
SKU000956,PROD0059,Green,XS,True
SKU000957,PROD0059,Green,S,True
SKU000958,PROD0059,Green,M,True
SKU000959,PROD0059,Green,L,True
SKU000960,PROD0059,Green,XL,True
SKU000961,PROD0059,Navy,XS,True
SKU000962,PROD0059,Navy,S,True
SKU000963,PROD0059,Navy,M,True
SKU000964,PROD0059,Navy,L,True
SKU000965,PROD0059,Navy,XL,True
SKU000966,PROD0059,Black,XS,True
SKU000967,PROD0059,Black,S,True
SKU000968,PROD0059,Black,M,True
SKU000969,PROD0059,Black,L,True
SKU000970,PROD0059,Black,XL,True
SKU000971,PROD0059,Beige,XS,True
SKU000972,PROD0059,Beige,S,True
SKU000973,PROD0059,Beige,M,True
SKU000974,PROD0059,Beige,L,True
SKU000975,PROD0059,Beige,XL,True
SKU000976,PROD0060,Black,XS,True
SKU000977,PROD0060,Black,S,True
SKU000978,PROD0060,Black,M,True
SKU000979,PROD0060,Black,L,True
SKU000980,PROD0060,Black,XL,True
SKU000981,PROD0060,Grey,XS,True
SKU000982,PROD0060,Grey,S,True
SKU000983,PROD0060,Grey,M,True
SKU000984,PROD0060,Grey,L,True
SKU000985,PROD0060,Grey,XL,True
SKU000986,PROD0060,Brown,XS,True
SKU000987,PROD0060,Brown,S,True
SKU000988,PROD0060,Brown,M,True
SKU000989,PROD0060,Brown,L,True
SKU000990,PROD0060,Brown,XL,True
SKU000991,PROD0060,White,XS,True
SKU000992,PROD0060,White,S,True
SKU000993,PROD0060,White,M,True
SKU000994,PROD0060,White,L,True
SKU000995,PROD0060,White,XL,True
SKU000996,PROD0060,Red,XS,True
SKU000997,PROD0060,Red,S,True
SKU000998,PROD0060,Red,M,True
SKU000999,PROD0060,Red,L,True
SKU001000,PROD0060,Red,XL,True
SKU001001,PROD0061,Black,XS,True
SKU001002,PROD0061,Black,S,True
SKU001003,PROD0061,Black,M,True
SKU001004,PROD0061,Black,L,True
SKU001005,PROD0061,Black,XL,True
SKU001006,PROD0061,Navy,XS,True
SKU001007,PROD0061,Navy,S,True
SKU001008,PROD0061,Navy,M,True
SKU001009,PROD0061,Navy,L,True
SKU001010,PROD0061,Navy,XL,True
SKU001011,PROD0061,Orange,XS,True
SKU001012,PROD0061,Orange,S,True
SKU001013,PROD0061,Orange,M,True
SKU001014,PROD0061,Orange,L,True
SKU001015,PROD0061,Orange,XL,True
SKU001016,PROD0061,Green,XS,True
SKU001017,PROD0061,Green,S,True
SKU001018,PROD0061,Green,M,True
SKU001019,PROD0061,Green,L,True
SKU001020,PROD0061,Green,XL,True
SKU001021,PROD0061,Blue,XS,True
SKU001022,PROD0061,Blue,S,True
SKU001023,PROD0061,Blue,M,True
SKU001024,PROD0061,Blue,L,True
SKU001025,PROD0061,Blue,XL,True
SKU001026,PROD0062,Grey,XS,True
SKU001027,PROD0062,Grey,S,True
SKU001028,PROD0062,Grey,M,True
SKU001029,PROD0062,Grey,L,True
SKU001030,PROD0062,Grey,XL,True
SKU001031,PROD0062,White,XS,True
SKU001032,PROD0062,White,S,True
SKU001033,PROD0062,White,M,True
SKU001034,PROD0062,White,L,True
SKU001035,PROD0062,White,XL,True
SKU001036,PROD0062,Beige,XS,True
SKU001037,PROD0062,Beige,S,True
SKU001038,PROD0062,Beige,M,True
SKU001039,PROD0062,Beige,L,True
SKU001040,PROD0062,Beige,XL,True
SKU001041,PROD0062,Navy,XS,True
SKU001042,PROD0062,Navy,S,True
SKU001043,PROD0062,Navy,M,True
SKU001044,PROD0062,Navy,L,True
SKU001045,PROD0062,Navy,XL,True
SKU001046,PROD0063,Orange,XS,True
SKU001047,PROD0063,Orange,S,True
SKU001048,PROD0063,Orange,M,True
SKU001049,PROD0063,Orange,L,True
SKU001050,PROD0063,Orange,XL,True
SKU001051,PROD0063,Navy,XS,True
SKU001052,PROD0063,Navy,S,True
SKU001053,PROD0063,Navy,M,True
SKU001054,PROD0063,Navy,L,True
SKU001055,PROD0063,Navy,XL,True
SKU001056,PROD0064,Beige,XS,True
SKU001057,PROD0064,Beige,S,True
SKU001058,PROD0064,Beige,M,True
SKU001059,PROD0064,Beige,L,True
SKU001060,PROD0064,Beige,XL,True
SKU001061,PROD0064,White,XS,True
SKU001062,PROD0064,White,S,True
SKU001063,PROD0064,White,M,True
SKU001064,PROD0064,White,L,True
SKU001065,PROD0064,White,XL,True
SKU001066,PROD0065,Green,XS,True
SKU001067,PROD0065,Green,S,True
SKU001068,PROD0065,Green,M,True
SKU001069,PROD0065,Green,L,True
SKU001070,PROD0065,Green,XL,True
SKU001071,PROD0065,Black,XS,True
SKU001072,PROD0065,Black,S,True
SKU001073,PROD0065,Black,M,True
SKU001074,PROD0065,Black,L,True
SKU001075,PROD0065,Black,XL,True
SKU001076,PROD0065,Blue,XS,True
SKU001077,PROD0065,Blue,S,True
SKU001078,PROD0065,Blue,M,True
SKU001079,PROD0065,Blue,L,True
SKU001080,PROD0065,Blue,XL,True
SKU001081,PROD0065,Grey,XS,True
SKU001082,PROD0065,Grey,S,True
SKU001083,PROD0065,Grey,M,True
SKU001084,PROD0065,Grey,L,True
SKU001085,PROD0065,Grey,XL,True
SKU001086,PROD0066,Blue,XS,True
SKU001087,PROD0066,Blue,S,True
SKU001088,PROD0066,Blue,M,True
SKU001089,PROD0066,Blue,L,True
SKU001090,PROD0066,Blue,XL,True
SKU001091,PROD0066,Grey,XS,True
SKU001092,PROD0066,Grey,S,True
SKU001093,PROD0066,Grey,M,True
SKU001094,PROD0066,Grey,L,True
SKU001095,PROD0066,Grey,XL,True
SKU001096,PROD0066,Beige,XS,True
SKU001097,PROD0066,Beige,S,True
SKU001098,PROD0066,Beige,M,True
SKU001099,PROD0066,Beige,L,True
SKU001100,PROD0066,Beige,XL,True
SKU001101,PROD0066,Green,XS,True
SKU001102,PROD0066,Green,S,True
SKU001103,PROD0066,Green,M,True
SKU001104,PROD0066,Green,L,True
SKU001105,PROD0066,Green,XL,True
SKU001106,PROD0067,Grey,XS,True
SKU001107,PROD0067,Grey,S,True
SKU001108,PROD0067,Grey,M,True
SKU001109,PROD0067,Grey,L,True
SKU001110,PROD0067,Grey,XL,True
SKU001111,PROD0067,Beige,XS,True
SKU001112,PROD0067,Beige,S,True
SKU001113,PROD0067,Beige,M,True
SKU001114,PROD0067,Beige,L,True
SKU001115,PROD0067,Beige,XL,True
SKU001116,PROD0067,White,XS,True
SKU001117,PROD0067,White,S,True
SKU001118,PROD0067,White,M,True
SKU001119,PROD0067,White,L,True
SKU001120,PROD0067,White,XL,True
SKU001121,PROD0067,Black,XS,True
SKU001122,PROD0067,Black,S,True
SKU001123,PROD0067,Black,M,True
SKU001124,PROD0067,Black,L,True
SKU001125,PROD0067,Black,XL,True
SKU001126,PROD0068,Grey,XS,True
SKU001127,PROD0068,Grey,S,True
SKU001128,PROD0068,Grey,M,True
SKU001129,PROD0068,Grey,L,True
SKU001130,PROD0068,Grey,XL,True
SKU001131,PROD0068,Black,XS,True
SKU001132,PROD0068,Black,S,True
SKU001133,PROD0068,Black,M,True
SKU001134,PROD0068,Black,L,True
SKU001135,PROD0068,Black,XL,True
SKU001136,PROD0068,Beige,XS,True
SKU001137,PROD0068,Beige,S,True
SKU001138,PROD0068,Beige,M,True
SKU001139,PROD0068,Beige,L,True
SKU001140,PROD0068,Beige,XL,True
SKU001141,PROD0069,Red,XS,True
SKU001142,PROD0069,Red,S,True
SKU001143,PROD0069,Red,M,True
SKU001144,PROD0069,Red,L,True
SKU001145,PROD0069,Red,XL,True
SKU001146,PROD0069,White,XS,True
SKU001147,PROD0069,White,S,True
SKU001148,PROD0069,White,M,True
SKU001149,PROD0069,White,L,True
SKU001150,PROD0069,White,XL,True
SKU001151,PROD0069,Grey,XS,True
SKU001152,PROD0069,Grey,S,True
SKU001153,PROD0069,Grey,M,True
SKU001154,PROD0069,Grey,L,True
SKU001155,PROD0069,Grey,XL,True
SKU001156,PROD0069,Black,XS,True
SKU001157,PROD0069,Black,S,True
SKU001158,PROD0069,Black,M,True
SKU001159,PROD0069,Black,L,True
SKU001160,PROD0069,Black,XL,True
SKU001161,PROD0070,Navy,XS,True
SKU001162,PROD0070,Navy,S,True
SKU001163,PROD0070,Navy,M,True
SKU001164,PROD0070,Navy,L,True
SKU001165,PROD0070,Navy,XL,True
SKU001166,PROD0070,Grey,XS,True
SKU001167,PROD0070,Grey,S,True
SKU001168,PROD0070,Grey,M,True
SKU001169,PROD0070,Grey,L,True
SKU001170,PROD0070,Grey,XL,True
SKU001171,PROD0071,Brown,XS,True
SKU001172,PROD0071,Brown,S,True
SKU001173,PROD0071,Brown,M,True
SKU001174,PROD0071,Brown,L,True
SKU001175,PROD0071,Brown,XL,True
SKU001176,PROD0071,Black,XS,True
SKU001177,PROD0071,Black,S,True
SKU001178,PROD0071,Black,M,True
SKU001179,PROD0071,Black,L,True
SKU001180,PROD0071,Black,XL,True
SKU001181,PROD0071,White,XS,True
SKU001182,PROD0071,White,S,True
SKU001183,PROD0071,White,M,True
SKU001184,PROD0071,White,L,True
SKU001185,PROD0071,White,XL,True
SKU001186,PROD0072,Navy,XS,True
SKU001187,PROD0072,Navy,S,True
SKU001188,PROD0072,Navy,M,True
SKU001189,PROD0072,Navy,L,True
SKU001190,PROD0072,Navy,XL,True
SKU001191,PROD0072,White,XS,True
SKU001192,PROD0072,White,S,True
SKU001193,PROD0072,White,M,True
SKU001194,PROD0072,White,L,True
SKU001195,PROD0072,White,XL,True
SKU001196,PROD0072,Green,XS,True
SKU001197,PROD0072,Green,S,True
SKU001198,PROD0072,Green,M,True
SKU001199,PROD0072,Green,L,True
SKU001200,PROD0072,Green,XL,True
SKU001201,PROD0072,Black,XS,True
SKU001202,PROD0072,Black,S,True
SKU001203,PROD0072,Black,M,True
SKU001204,PROD0072,Black,L,True
SKU001205,PROD0072,Black,XL,True
SKU001206,PROD0073,Blue,XS,True
SKU001207,PROD0073,Blue,S,True
SKU001208,PROD0073,Blue,M,True
SKU001209,PROD0073,Blue,L,True
SKU001210,PROD0073,Blue,XL,True
SKU001211,PROD0073,Black,XS,True
SKU001212,PROD0073,Black,S,True
SKU001213,PROD0073,Black,M,True
SKU001214,PROD0073,Black,L,True
SKU001215,PROD0073,Black,XL,True
SKU001216,PROD0073,Navy,XS,True
SKU001217,PROD0073,Navy,S,True
SKU001218,PROD0073,Navy,M,True
SKU001219,PROD0073,Navy,L,True
SKU001220,PROD0073,Navy,XL,True
SKU001221,PROD0073,White,XS,True
SKU001222,PROD0073,White,S,True
SKU001223,PROD0073,White,M,True
SKU001224,PROD0073,White,L,True
SKU001225,PROD0073,White,XL,True
SKU001226,PROD0074,Blue,XS,True
SKU001227,PROD0074,Blue,S,True
SKU001228,PROD0074,Blue,M,True
SKU001229,PROD0074,Blue,L,True
SKU001230,PROD0074,Blue,XL,True
SKU001231,PROD0074,Beige,XS,True
SKU001232,PROD0074,Beige,S,True
SKU001233,PROD0074,Beige,M,True
SKU001234,PROD0074,Beige,L,True
SKU001235,PROD0074,Beige,XL,True
SKU001236,PROD0074,Grey,XS,True
SKU001237,PROD0074,Grey,S,True
SKU001238,PROD0074,Grey,M,True
SKU001239,PROD0074,Grey,L,True
SKU001240,PROD0074,Grey,XL,True
SKU001241,PROD0075,Brown,XS,True
SKU001242,PROD0075,Brown,S,True
SKU001243,PROD0075,Brown,M,True
SKU001244,PROD0075,Brown,L,True
SKU001245,PROD0075,Brown,XL,True
SKU001246,PROD0075,White,XS,True
SKU001247,PROD0075,White,S,True
SKU001248,PROD0075,White,M,True
SKU001249,PROD0075,White,L,True
SKU001250,PROD0075,White,XL,True
SKU001251,PROD0075,Navy,XS,True
SKU001252,PROD0075,Navy,S,True
SKU001253,PROD0075,Navy,M,True
SKU001254,PROD0075,Navy,L,True
SKU001255,PROD0075,Navy,XL,True
SKU001256,PROD0075,Grey,XS,True
SKU001257,PROD0075,Grey,S,True
SKU001258,PROD0075,Grey,M,True
SKU001259,PROD0075,Grey,L,True
SKU001260,PROD0075,Grey,XL,True
SKU001261,PROD0075,Black,XS,True
SKU001262,PROD0075,Black,S,True
SKU001263,PROD0075,Black,M,True
SKU001264,PROD0075,Black,L,True
SKU001265,PROD0075,Black,XL,True
SKU001266,PROD0076,Green,XS,True
SKU001267,PROD0076,Green,S,True
SKU001268,PROD0076,Green,M,True
SKU001269,PROD0076,Green,L,True
SKU001270,PROD0076,Green,XL,True
SKU001271,PROD0076,Black,XS,True
SKU001272,PROD0076,Black,S,True
SKU001273,PROD0076,Black,M,True
SKU001274,PROD0076,Black,L,True
SKU001275,PROD0076,Black,XL,True
SKU001276,PROD0076,Navy,XS,True
SKU001277,PROD0076,Navy,S,True
SKU001278,PROD0076,Navy,M,True
SKU001279,PROD0076,Navy,L,True
SKU001280,PROD0076,Navy,XL,True
SKU001281,PROD0076,Grey,XS,True
SKU001282,PROD0076,Grey,S,True
SKU001283,PROD0076,Grey,M,True
SKU001284,PROD0076,Grey,L,True
SKU001285,PROD0076,Grey,XL,True
SKU001286,PROD0077,Grey,XS,True
SKU001287,PROD0077,Grey,S,True
SKU001288,PROD0077,Grey,M,True
SKU001289,PROD0077,Grey,L,True
SKU001290,PROD0077,Grey,XL,True
SKU001291,PROD0077,Green,XS,True
SKU001292,PROD0077,Green,S,True
SKU001293,PROD0077,Green,M,True
SKU001294,PROD0077,Green,L,True
SKU001295,PROD0077,Green,XL,True
SKU001296,PROD0077,White,XS,True
SKU001297,PROD0077,White,S,True
SKU001298,PROD0077,White,M,True
SKU001299,PROD0077,White,L,True
SKU001300,PROD0077,White,XL,True
SKU001301,PROD0078,Green,XS,True
SKU001302,PROD0078,Green,S,True
SKU001303,PROD0078,Green,M,True
SKU001304,PROD0078,Green,L,True
SKU001305,PROD0078,Green,XL,True
SKU001306,PROD0078,Black,XS,True
SKU001307,PROD0078,Black,S,True
SKU001308,PROD0078,Black,M,True
SKU001309,PROD0078,Black,L,True
SKU001310,PROD0078,Black,XL,True
SKU001311,PROD0078,Grey,XS,True
SKU001312,PROD0078,Grey,S,True
SKU001313,PROD0078,Grey,M,True
SKU001314,PROD0078,Grey,L,True
SKU001315,PROD0078,Grey,XL,True
SKU001316,PROD0079,Navy,XS,True
SKU001317,PROD0079,Navy,S,True
SKU001318,PROD0079,Navy,M,True
SKU001319,PROD0079,Navy,L,True
SKU001320,PROD0079,Navy,XL,True
SKU001321,PROD0079,Blue,XS,True
SKU001322,PROD0079,Blue,S,True
SKU001323,PROD0079,Blue,M,True
SKU001324,PROD0079,Blue,L,True
SKU001325,PROD0079,Blue,XL,True
SKU001326,PROD0079,Black,XS,True
SKU001327,PROD0079,Black,S,True
SKU001328,PROD0079,Black,M,True
SKU001329,PROD0079,Black,L,True
SKU001330,PROD0079,Black,XL,True
SKU001331,PROD0079,Orange,XS,True
SKU001332,PROD0079,Orange,S,True
SKU001333,PROD0079,Orange,M,True
SKU001334,PROD0079,Orange,L,True
SKU001335,PROD0079,Orange,XL,True
SKU001336,PROD0079,Brown,XS,True
SKU001337,PROD0079,Brown,S,True
SKU001338,PROD0079,Brown,M,True
SKU001339,PROD0079,Brown,L,True
SKU001340,PROD0079,Brown,XL,True
SKU001341,PROD0080,Brown,XS,True
SKU001342,PROD0080,Brown,S,True
SKU001343,PROD0080,Brown,M,True
SKU001344,PROD0080,Brown,L,True
SKU001345,PROD0080,Brown,XL,True
SKU001346,PROD0080,Blue,XS,True
SKU001347,PROD0080,Blue,S,True
SKU001348,PROD0080,Blue,M,True
SKU001349,PROD0080,Blue,L,True
SKU001350,PROD0080,Blue,XL,True
SKU001351,PROD0080,Black,XS,True
SKU001352,PROD0080,Black,S,True
SKU001353,PROD0080,Black,M,True
SKU001354,PROD0080,Black,L,True
SKU001355,PROD0080,Black,XL,True
SKU001356,PROD0081,Grey,XS,True
SKU001357,PROD0081,Grey,S,True
SKU001358,PROD0081,Grey,M,True
SKU001359,PROD0081,Grey,L,True
SKU001360,PROD0081,Grey,XL,True
SKU001361,PROD0081,Orange,XS,True
SKU001362,PROD0081,Orange,S,True
SKU001363,PROD0081,Orange,M,True
SKU001364,PROD0081,Orange,L,True
SKU001365,PROD0081,Orange,XL,True
SKU001366,PROD0082,Grey,XS,True
SKU001367,PROD0082,Grey,S,True
SKU001368,PROD0082,Grey,M,True
SKU001369,PROD0082,Grey,L,True
SKU001370,PROD0082,Grey,XL,True
SKU001371,PROD0082,White,XS,True
SKU001372,PROD0082,White,S,True
SKU001373,PROD0082,White,M,True
SKU001374,PROD0082,White,L,True
SKU001375,PROD0082,White,XL,True
SKU001376,PROD0082,Blue,XS,True
SKU001377,PROD0082,Blue,S,True
SKU001378,PROD0082,Blue,M,True
SKU001379,PROD0082,Blue,L,True
SKU001380,PROD0082,Blue,XL,True
SKU001381,PROD0083,Black,XS,True
SKU001382,PROD0083,Black,S,True
SKU001383,PROD0083,Black,M,True
SKU001384,PROD0083,Black,L,True
SKU001385,PROD0083,Black,XL,True
SKU001386,PROD0083,Grey,XS,True
SKU001387,PROD0083,Grey,S,True
SKU001388,PROD0083,Grey,M,True
SKU001389,PROD0083,Grey,L,True
SKU001390,PROD0083,Grey,XL,True
SKU001391,PROD0083,Navy,XS,True
SKU001392,PROD0083,Navy,S,True
SKU001393,PROD0083,Navy,M,True
SKU001394,PROD0083,Navy,L,True
SKU001395,PROD0083,Navy,XL,True
SKU001396,PROD0083,White,XS,True
SKU001397,PROD0083,White,S,True
SKU001398,PROD0083,White,M,True
SKU001399,PROD0083,White,L,True
SKU001400,PROD0083,White,XL,True
SKU001401,PROD0084,Beige,XS,True
SKU001402,PROD0084,Beige,S,True
SKU001403,PROD0084,Beige,M,True
SKU001404,PROD0084,Beige,L,True
SKU001405,PROD0084,Beige,XL,True
SKU001406,PROD0084,Navy,XS,True
SKU001407,PROD0084,Navy,S,True
SKU001408,PROD0084,Navy,M,True
