customer_id,signup_date,location_id,age_band,gender,customer_persona,preferred_sport,marketing_consent
CUST024265,2025-01-31,LOC013,45-54,Women,Urban Runner,Running,True
CUST024266,2024-08-26,LOC012,25-34,Men,Active Lifestyle,Gym,True
CUST024267,2024-05-17,LOC002,35-44,Women,Urban Runner,Running,True
CUST024268,2024-08-26,LOC008,35-44,Women,Active Lifestyle,Multi-Sport,True
CUST024269,2023-08-08,LOC009,25-34,Men,Outdoor Explorer,Hiking,True
CUST024270,2024-10-15,LOC013,18-24,Men,Active Lifestyle,Gym,False
CUST024271,2025-01-26,LOC012,25-34,Women,Urban Runner,Running,True
CUST024272,2024-02-21,LOC011,25-34,Men,Outdoor Explorer,Hiking,True
CUST024273,2025-04-18,LOC007,45-54,Women,Studio Regular,Pilates,False
CUST024274,2024-04-17,LOC013,25-34,Men,Active Lifestyle,Running,True
CUST024275,2025-12-02,LOC013,25-34,Men,Performance Athlete,Trail,True
CUST024276,2025-06-09,LOC008,25-34,Women,Performance Athlete,Multi-Sport,True
CUST024277,2025-10-22,LOC004,35-44,Men,Active Lifestyle,Multi-Sport,True
CUST024278,2024-02-04,LOC013,35-44,Women,Active Lifestyle,Hiking,False
CUST024279,2023-01-29,LOC001,25-34,Women,Outdoor Explorer,Hiking,True
CUST024280,2025-02-15,LOC005,25-34,Men,Urban Runner,Running,True
CUST024281,2024-06-24,LOC007,35-44,Women,Urban Runner,Running,True
CUST024282,2025-01-11,LOC002,35-44,Women,Active Lifestyle,Hiking,True
CUST024283,2023-10-02,LOC014,35-44,Women,Performance Athlete,Pilates,True
CUST024284,2025-05-17,LOC001,35-44,Men,Urban Runner,Gym,True
CUST024285,2024-06-25,LOC007,25-34,Women,Active Lifestyle,Pilates,True
CUST024286,2025-11-03,LOC004,55+,Women,Performance Athlete,Trail,False
CUST024287,2024-04-13,LOC001,55+,Men,Urban Runner,Running,True
CUST024288,2025-02-07,LOC007,55+,Women,Outdoor Explorer,Trail,True
CUST024289,2024-02-28,LOC005,25-34,Women,Urban Runner,Running,True
CUST024290,2025-08-14,LOC008,25-34,Women,Urban Runner,Running,True
CUST024291,2024-07-21,LOC004,45-54,Men,Performance Athlete,Trail,True
CUST024292,2025-07-30,LOC004,55+,Women,Studio Regular,Gym,True
CUST024293,2025-10-01,LOC008,18-24,Women,Urban Runner,Running,False
CUST024294,2024-10-10,LOC012,35-44,Men,Outdoor Explorer,Hiking,True
CUST024295,2025-06-02,LOC003,25-34,Women,Outdoor Explorer,Hiking,True
CUST024296,2025-01-31,LOC005,45-54,Men,Studio Regular,Pilates,True
CUST024297,2024-10-27,LOC007,35-44,Men,Performance Athlete,Running,True
CUST024298,2025-09-28,LOC006,25-34,Men,Urban Runner,Running,True
CUST024299,2025-10-04,LOC014,25-34,Women,Studio Regular,Gym,True
CUST024300,2024-07-05,LOC010,35-44,Men,Outdoor Explorer,Trail,True
CUST024301,2025-06-20,LOC004,25-34,Women,Performance Athlete,Running,True
CUST024302,2025-01-21,LOC004,18-24,Men,Studio Regular,Pilates,True
CUST024303,2024-06-29,LOC013,25-34,Women,Performance Athlete,Pilates,True
CUST024304,2025-01-21,LOC003,35-44,Women,Active Lifestyle,Trail,True
CUST024305,2025-11-27,LOC001,18-24,Men,Urban Runner,Running,True
CUST024306,2025-03-15,LOC009,18-24,Women,Outdoor Explorer,Multi-Sport,False
CUST024307,2023-03-17,LOC001,25-34,Men,Urban Runner,Running,True
CUST024308,2024-04-10,LOC008,18-24,Women,Outdoor Explorer,Hiking,False
CUST024309,2024-10-13,LOC007,25-34,Men,Performance Athlete,Pilates,False
CUST024310,2025-04-24,LOC007,18-24,Men,Studio Regular,Gym,True
CUST024311,2023-01-09,LOC014,25-34,Women,Urban Runner,Gym,True
CUST024312,2025-06-02,LOC007,25-34,Women,Urban Runner,Hiking,True
CUST024313,2025-12-13,LOC001,25-34,Men,Urban Runner,Gym,True
CUST024314,2024-06-21,LOC009,55+,Women,Outdoor Explorer,Pilates,True
CUST024315,2024-12-22,LOC004,25-34,Women,Outdoor Explorer,Hiking,True
CUST024316,2025-11-12,LOC003,25-34,Women,Urban Runner,Running,True
CUST024317,2025-06-24,LOC014,35-44,Men,Studio Regular,Pilates,True
CUST024318,2024-02-08,LOC012,45-54,Men,Outdoor Explorer,Hiking,True
CUST024319,2024-09-11,LOC002,25-34,Women,Active Lifestyle,Multi-Sport,True
CUST024320,2025-06-07,LOC011,25-34,Women,Outdoor Explorer,Hiking,True
CUST024321,2023-01-29,LOC004,35-44,Men,Active Lifestyle,Pilates,False
CUST024322,2025-09-30,LOC009,55+,Men,Active Lifestyle,Pilates,True
CUST024323,2024-07-05,LOC007,45-54,Women,Urban Runner,Running,True
CUST024324,2025-05-17,LOC009,25-34,Men,Active Lifestyle,Hiking,True
CUST024325,2023-11-02,LOC004,25-34,Men,Active Lifestyle,Multi-Sport,True
CUST024326,2025-09-13,LOC008,35-44,Men,Active Lifestyle,Pilates,True
CUST024327,2023-03-15,LOC001,35-44,Women,Urban Runner,Running,True
CUST024328,2024-02-13,LOC012,25-34,Women,Performance Athlete,Gym,False
CUST024329,2025-08-10,LOC011,55+,Women,Urban Runner,Running,True
CUST024330,2023-02-13,LOC011,25-34,Women,Urban Runner,Running,False
CUST024331,2024-04-13,LOC009,25-34,Women,Active Lifestyle,Hiking,True
CUST024332,2023-08-21,LOC001,25-34,Women,Urban Runner,Running,True
CUST024333,2023-03-05,LOC006,25-34,Men,Performance Athlete,Trail,True
CUST024334,2024-07-10,LOC007,45-54,Men,Studio Regular,Gym,True
CUST024335,2025-02-14,LOC014,25-34,Men,Urban Runner,Gym,True
CUST024336,2023-08-16,LOC002,18-24,Men,Performance Athlete,Running,False
CUST024337,2025-10-25,LOC011,18-24,Men,Active Lifestyle,Multi-Sport,True
CUST024338,2023-06-05,LOC004,25-34,Men,Outdoor Explorer,Hiking,True
CUST024339,2024-08-21,LOC001,35-44,Women,Urban Runner,Running,False
CUST024340,2024-11-02,LOC006,35-44,Women,Active Lifestyle,Running,False
CUST024341,2025-07-02,LOC002,18-24,Women,Active Lifestyle,Running,True
CUST024342,2023-06-19,LOC004,25-34,Men,Urban Runner,Running,False
CUST024343,2023-07-30,LOC004,25-34,Women,Urban Runner,Running,False
CUST024344,2025-02-09,LOC009,35-44,Women,Studio Regular,Hiking,True
CUST024345,2025-05-06,LOC009,35-44,Women,Urban Runner,Running,True
CUST024346,2023-12-18,LOC014,55+,Men,Urban Runner,Running,True
CUST024347,2023-06-01,LOC004,35-44,Women,Urban Runner,Running,False
CUST024348,2025-12-18,LOC007,55+,Men,Performance Athlete,Trail,False
CUST024349,2025-03-11,LOC010,35-44,Women,Urban Runner,Running,True
CUST024350,2023-05-28,LOC012,18-24,Women,Outdoor Explorer,Hiking,True
CUST024351,2025-09-30,LOC014,45-54,Men,Outdoor Explorer,Hiking,True
CUST024352,2023-10-07,LOC007,55+,Men,Studio Regular,Gym,True
CUST024353,2023-02-16,LOC011,45-54,Men,Studio Regular,Gym,True
CUST024354,2024-07-28,LOC014,35-44,Men,Outdoor Explorer,Running,True
CUST024355,2024-02-14,LOC011,18-24,Men,Active Lifestyle,Trail,True
CUST024356,2024-05-03,LOC008,25-34,Women,Outdoor Explorer,Gym,True
CUST024357,2024-09-19,LOC004,18-24,Men,Urban Runner,Gym,True
CUST024358,2025-08-06,LOC003,25-34,Women,Outdoor Explorer,Multi-Sport,False
CUST024359,2023-04-03,LOC012,25-34,Non-Binary / Other,Outdoor Explorer,Multi-Sport,True
CUST024360,2023-10-03,LOC011,45-54,Women,Active Lifestyle,Multi-Sport,False
CUST024361,2025-05-15,LOC002,25-34,Women,Urban Runner,Running,False
CUST024362,2025-03-27,LOC002,18-24,Women,Urban Runner,Running,True
CUST024363,2024-08-22,LOC001,55+,Women,Active Lifestyle,Multi-Sport,False
CUST024364,2025-07-22,LOC013,25-34,Men,Urban Runner,Running,True
CUST024365,2025-06-08,LOC004,25-34,Women,Active Lifestyle,Running,True
CUST024366,2025-04-26,LOC005,18-24,Men,Studio Regular,Pilates,True
CUST024367,2025-05-30,LOC001,25-34,Women,Studio Regular,Gym,True
CUST024368,2025-02-16,LOC008,25-34,Women,Studio Regular,Gym,True
CUST024369,2024-06-28,LOC003,45-54,Women,Outdoor Explorer,Hiking,True
CUST024370,2023-04-21,LOC009,35-44,Women,Outdoor Explorer,Gym,True
CUST024371,2023-10-04,LOC004,25-34,Men,Outdoor Explorer,Hiking,True
CUST024372,2023-12-18,LOC004,45-54,Women,Active Lifestyle,Running,True
CUST024373,2023-12-14,LOC003,35-44,Men,Active Lifestyle,Hiking,True
CUST024374,2024-01-25,LOC001,25-34,Women,Studio Regular,Pilates,True
CUST024375,2023-07-31,LOC004,55+,Men,Outdoor Explorer,Hiking,True
CUST024376,2025-04-08,LOC005,45-54,Men,Outdoor Explorer,Hiking,True
CUST024377,2024-05-15,LOC011,45-54,Women,Urban Runner,Pilates,True
CUST024378,2025-12-21,LOC008,35-44,Women,Outdoor Explorer,Hiking,True
CUST024379,2023-11-28,LOC009,35-44,Women,Studio Regular,Pilates,True
CUST024380,2024-11-27,LOC009,25-34,Women,Studio Regular,Pilates,True
CUST024381,2025-09-18,LOC010,18-24,Women,Urban Runner,Pilates,True
CUST024382,2025-12-11,LOC004,35-44,Men,Performance Athlete,Running,True
CUST024383,2023-10-06,LOC002,35-44,Women,Studio Regular,Pilates,True
CUST024384,2023-07-21,LOC001,25-34,Women,Urban Runner,Running,True
CUST024385,2023-11-04,LOC008,35-44,Women,Active Lifestyle,Multi-Sport,True
CUST024386,2024-03-17,LOC012,35-44,Men,Active Lifestyle,Multi-Sport,True
CUST024387,2023-02-07,LOC001,18-24,Women,Performance Athlete,Running,True
CUST024388,2023-08-22,LOC001,25-34,Men,Performance Athlete,Running,True
CUST024389,2025-10-14,LOC005,35-44,Men,Performance Athlete,Running,True
CUST024390,2023-12-29,LOC005,25-34,Women,Active Lifestyle,Gym,True
CUST024391,2025-05-23,LOC001,55+,Women,Studio Regular,Running,False
CUST024392,2024-08-18,LOC009,55+,Women,Outdoor Explorer,Trail,True
CUST024393,2024-11-10,LOC008,35-44,Women,Urban Runner,Running,True
CUST024394,2024-12-08,LOC001,25-34,Men,Outdoor Explorer,Pilates,True
CUST024395,2024-05-19,LOC002,35-44,Women,Outdoor Explorer,Hiking,True
CUST024396,2023-06-15,LOC014,45-54,Women,Urban Runner,Running,True
CUST024397,2025-09-15,LOC010,45-54,Men,Outdoor Explorer,Hiking,True
CUST024398,2025-10-09,LOC010,25-34,Women,Outdoor Explorer,Hiking,True
CUST024399,2025-02-15,LOC001,45-54,Men,Studio Regular,Pilates,True
CUST024400,2023-03-27,LOC007,25-34,Men,Outdoor Explorer,Gym,False
CUST024401,2023-06-28,LOC007,35-44,Men,Outdoor Explorer,Trail,True
CUST024402,2024-01-28,LOC001,35-44,Women,Performance Athlete,Running,True
CUST024403,2023-12-30,LOC013,45-54,Women,Studio Regular,Pilates,True
CUST024404,2024-04-20,LOC001,45-54,Women,Urban Runner,Running,True
CUST024405,2023-05-16,LOC005,35-44,Men,Active Lifestyle,Pilates,True
CUST024406,2024-01-10,LOC011,25-34,Women,Active Lifestyle,Running,True
CUST024407,2023-01-22,LOC007,25-34,Men,Performance Athlete,Running,True
CUST024408,2023-12-20,LOC005,25-34,Men,Active Lifestyle,Running,False
CUST024409,2025-03-20,LOC005,35-44,Women,Studio Regular,Pilates,True
CUST024410,2023-12-04,LOC006,25-34,Women,Urban Runner,Running,True
CUST024411,2025-04-11,LOC008,25-34,Women,Urban Runner,Running,True
CUST024412,2025-02-24,LOC013,18-24,Women,Performance Athlete,Gym,True
CUST024413,2024-05-03,LOC009,25-34,Men,Active Lifestyle,Multi-Sport,True
CUST024414,2023-02-02,LOC004,25-34,Men,Active Lifestyle,Multi-Sport,True
CUST024415,2024-07-16,LOC012,18-24,Men,Studio Regular,Running,True
CUST024416,2025-06-12,LOC008,25-34,Men,Studio Regular,Pilates,True
CUST024417,2024-02-16,LOC008,18-24,Women,Urban Runner,Running,True
CUST024418,2023-09-02,LOC003,35-44,Women,Active Lifestyle,Running,True
CUST024419,2025-08-20,LOC005,18-24,Women,Active Lifestyle,Gym,True
CUST024420,2024-02-12,LOC001,18-24,Women,Urban Runner,Running,False
CUST024421,2024-11-26,LOC001,35-44,Women,Urban Runner,Running,False
CUST024422,2025-12-19,LOC002,35-44,Women,Active Lifestyle,Hiking,True
CUST024423,2025-05-16,LOC008,25-34,Men,Outdoor Explorer,Trail,True
CUST024424,2025-10-30,LOC011,25-34,Women,Studio Regular,Pilates,False
CUST024425,2024-09-18,LOC007,25-34,Men,Studio Regular,Gym,True
CUST024426,2023-05-19,LOC004,25-34,Men,Urban Runner,Running,True
CUST024427,2025-11-03,LOC009,25-34,Men,Urban Runner,Running,True
CUST024428,2024-02-11,LOC001,25-34,Men,Urban Runner,Running,True
CUST024429,2023-11-09,LOC011,25-34,Women,Urban Runner,Running,False
CUST024430,2025-11-23,LOC001,35-44,Women,Active Lifestyle,Gym,False
CUST024431,2023-02-10,LOC006,25-34,Men,Urban Runner,Running,False
CUST024432,2024-08-01,LOC002,18-24,Women,Urban Runner,Running,True
CUST024433,2023-03-08,LOC004,45-54,Women,Urban Runner,Running,True
CUST024434,2024-06-30,LOC004,35-44,Men,Studio Regular,Gym,True
CUST024435,2024-11-19,LOC012,18-24,Women,Performance Athlete,Trail,True
CUST024436,2023-08-09,LOC004,35-44,Women,Outdoor Explorer,Hiking,True
CUST024437,2025-12-10,LOC009,35-44,Men,Active Lifestyle,Running,False
CUST024438,2024-10-10,LOC012,18-24,Women,Urban Runner,Running,False
CUST024439,2024-09-27,LOC002,25-34,Women,Active Lifestyle,Gym,True
CUST024440,2025-11-10,LOC005,25-34,Men,Outdoor Explorer,Gym,False
CUST024441,2024-07-30,LOC011,25-34,Men,Outdoor Explorer,Trail,True
CUST024442,2024-06-06,LOC003,35-44,Men,Urban Runner,Hiking,True
CUST024443,2023-04-20,LOC002,25-34,Men,Studio Regular,Pilates,True
CUST024444,2025-05-09,LOC005,55+,Men,Active Lifestyle,Gym,False
CUST024445,2024-10-05,LOC005,25-34,Women,Urban Runner,Running,True
CUST024446,2025-02-03,LOC002,35-44,Men,Urban Runner,Running,True
CUST024447,2024-03-16,LOC011,35-44,Women,Studio Regular,Pilates,True
CUST024448,2025-07-25,LOC013,35-44,Men,Studio Regular,Gym,True
CUST024449,2025-12-18,LOC004,45-54,Women,Urban Runner,Running,True
CUST024450,2024-09-13,LOC004,25-34,Men,Studio Regular,Hiking,True
CUST024451,2025-07-12,LOC006,25-34,Women,Performance Athlete,Gym,True
CUST024452,2023-10-08,LOC007,55+,Women,Outdoor Explorer,Trail,True
CUST024453,2025-12-04,LOC001,18-24,Men,Urban Runner,Running,False
CUST024454,2025-02-19,LOC009,55+,Men,Studio Regular,Multi-Sport,False
CUST024455,2025-08-02,LOC008,25-34,Men,Urban Runner,Running,True
CUST024456,2024-07-25,LOC004,35-44,Women,Studio Regular,Gym,True
CUST024457,2024-07-22,LOC002,35-44,Men,Performance Athlete,Running,True
CUST024458,2024-02-12,LOC007,45-54,Men,Outdoor Explorer,Hiking,True
CUST024459,2025-11-06,LOC001,25-34,Women,Active Lifestyle,Gym,False
CUST024460,2025-11-02,LOC001,35-44,Men,Active Lifestyle,Gym,True
CUST024461,2025-01-12,LOC008,55+,Men,Studio Regular,Pilates,True
CUST024462,2025-12-20,LOC013,25-34,Women,Studio Regular,Hiking,True
CUST024463,2023-11-30,LOC013,45-54,Women,Performance Athlete,Trail,True
CUST024464,2024-11-10,LOC013,25-34,Men,Active Lifestyle,Hiking,True
CUST024465,2024-06-01,LOC012,18-24,Women,Studio Regular,Multi-Sport,True
CUST024466,2025-08-26,LOC004,35-44,Men,Studio Regular,Pilates,True
CUST024467,2023-01-08,LOC009,55+,Men,Urban Runner,Gym,False
CUST024468,2024-11-11,LOC013,55+,Women,Urban Runner,Running,False
CUST024469,2025-04-24,LOC001,25-34,Men,Urban Runner,Gym,True
CUST024470,2024-08-09,LOC011,25-34,Men,Outdoor Explorer,Pilates,True
CUST024471,2023-05-07,LOC013,55+,Women,Active Lifestyle,Multi-Sport,False
CUST024472,2025-05-24,LOC005,45-54,Women,Performance Athlete,Gym,True
CUST024473,2023-09-15,LOC004,25-34,Men,Studio Regular,Pilates,True
CUST024474,2025-02-16,LOC004,25-34,Men,Studio Regular,Running,False
CUST024475,2025-06-11,LOC008,25-34,Men,Urban Runner,Hiking,True
CUST024476,2023-12-28,LOC014,55+,Women,Studio Regular,Pilates,False
CUST024477,2025-12-26,LOC001,45-54,Women,Urban Runner,Running,False
CUST024478,2025-07-07,LOC001,55+,Women,Studio Regular,Pilates,True
CUST024479,2023-09-07,LOC008,45-54,Women,Urban Runner,Running,True
CUST024480,2025-05-30,LOC004,25-34,Men,Outdoor Explorer,Hiking,False
CUST024481,2023-07-25,LOC009,25-34,Women,Urban Runner,Multi-Sport,True
CUST024482,2023-04-15,LOC012,35-44,Men,Active Lifestyle,Gym,True
CUST024483,2024-11-21,LOC005,55+,Women,Studio Regular,Gym,True
CUST024484,2025-11-10,LOC004,25-34,Women,Studio Regular,Gym,True
CUST024485,2025-02-14,LOC004,35-44,Non-Binary / Other,Active Lifestyle,Trail,True
CUST024486,2025-05-29,LOC005,25-34,Women,Performance Athlete,Multi-Sport,True
CUST024487,2024-10-08,LOC014,18-24,Women,Studio Regular,Gym,False
CUST024488,2025-08-02,LOC003,25-34,Women,Urban Runner,Running,True
CUST024489,2025-03-01,LOC004,35-44,Men,Urban Runner,Running,False
CUST024490,2025-06-25,LOC007,35-44,Women,Performance Athlete,Multi-Sport,False
CUST024491,2025-08-30,LOC003,35-44,Men,Performance Athlete,Running,True
CUST024492,2024-01-02,LOC001,45-54,Men,Active Lifestyle,Hiking,True
CUST024493,2025-01-14,LOC001,35-44,Men,Urban Runner,Running,True
CUST024494,2025-07-24,LOC005,35-44,Women,Outdoor Explorer,Trail,True
CUST024495,2023-03-06,LOC002,35-44,Women,Active Lifestyle,Multi-Sport,True
CUST024496,2025-01-08,LOC001,35-44,Women,Urban Runner,Running,True
CUST024497,2025-02-13,LOC009,35-44,Men,Active Lifestyle,Gym,True
CUST024498,2025-05-05,LOC013,35-44,Men,Performance Athlete,Trail,False
CUST024499,2023-02-08,LOC011,35-44,Men,Active Lifestyle,Gym,False
CUST024500,2025-07-22,LOC013,45-54,Women,Active Lifestyle,Gym,True
CUST024501,2023-06-09,LOC008,25-34,Men,Performance Athlete,Trail,True
CUST024502,2023-04-11,LOC004,35-44,Men,Studio Regular,Multi-Sport,True
CUST024503,2023-09-10,LOC007,25-34,Men,Urban Runner,Running,True
CUST024504,2025-09-09,LOC011,45-54,Women,Active Lifestyle,Gym,True
CUST024505,2025-12-28,LOC007,25-34,Men,Active Lifestyle,Gym,True
CUST024506,2025-12-30,LOC004,35-44,Women,Urban Runner,Pilates,True
CUST024507,2023-08-25,LOC013,35-44,Women,Active Lifestyle,Running,True
CUST024508,2024-01-20,LOC009,35-44,Women,Studio Regular,Gym,True
CUST024509,2024-02-21,LOC001,55+,Women,Active Lifestyle,Running,False
CUST024510,2023-01-10,LOC005,45-54,Women,Active Lifestyle,Multi-Sport,False
CUST024511,2023-10-07,LOC004,25-34,Women,Outdoor Explorer,Trail,True
CUST024512,2025-11-29,LOC007,18-24,Men,Outdoor Explorer,Trail,False
CUST024513,2025-09-26,LOC003,35-44,Men,Active Lifestyle,Gym,False
CUST024514,2023-02-20,LOC002,18-24,Women,Studio Regular,Pilates,True
CUST024515,2024-09-27,LOC001,25-34,Men,Urban Runner,Gym,True
CUST024516,2025-06-21,LOC013,18-24,Men,Studio Regular,Pilates,True
CUST024517,2024-08-07,LOC001,55+,Women,Studio Regular,Pilates,True
CUST024518,2024-07-11,LOC013,25-34,Men,Studio Regular,Pilates,True
CUST024519,2025-08-13,LOC007,35-44,Men,Studio Regular,Pilates,True
CUST024520,2023-03-08,LOC005,35-44,Women,Outdoor Explorer,Hiking,False
CUST024521,2025-04-09,LOC001,35-44,Women,Studio Regular,Trail,True
CUST024522,2025-04-07,LOC004,25-34,Men,Studio Regular,Pilates,True
CUST024523,2025-06-10,LOC002,25-34,Men,Urban Runner,Multi-Sport,True
CUST024524,2025-08-17,LOC009,35-44,Women,Urban Runner,Gym,False
CUST024525,2024-09-11,LOC011,55+,Women,Active Lifestyle,Hiking,True
CUST024526,2025-12-12,LOC006,45-54,Women,Active Lifestyle,Gym,False
CUST024527,2025-12-10,LOC009,35-44,Men,Studio Regular,Gym,False
CUST024528,2024-09-15,LOC001,18-24,Women,Active Lifestyle,Gym,False
CUST024529,2024-08-29,LOC011,35-44,Men,Outdoor Explorer,Pilates,False
CUST024530,2024-03-09,LOC014,35-44,Women,Active Lifestyle,Running,True
CUST024531,2025-06-16,LOC009,35-44,Women,Studio Regular,Running,True
CUST024532,2023-07-02,LOC012,45-54,Women,Performance Athlete,Multi-Sport,True
CUST024533,2024-09-26,LOC004,35-44,Women,Studio Regular,Pilates,False
CUST024534,2025-05-31,LOC008,55+,Men,Studio Regular,Pilates,True
CUST024535,2024-11-16,LOC004,25-34,Men,Urban Runner,Pilates,True
CUST024536,2023-12-27,LOC005,45-54,Women,Outdoor Explorer,Running,True
CUST024537,2023-12-21,LOC001,35-44,Men,Urban Runner,Running,True
CUST024538,2023-12-13,LOC003,35-44,Women,Studio Regular,Pilates,True
CUST024539,2023-07-06,LOC001,25-34,Men,Urban Runner,Gym,True
CUST024540,2023-07-16,LOC013,18-24,Women,Performance Athlete,Trail,False
CUST024541,2023-12-23,LOC004,25-34,Men,Active Lifestyle,Multi-Sport,True
CUST024542,2025-02-10,LOC004,45-54,Women,Active Lifestyle,Multi-Sport,True
CUST024543,2025-02-26,LOC013,18-24,Men,Studio Regular,Pilates,True
CUST024544,2024-04-01,LOC014,45-54,Women,Urban Runner,Pilates,False
CUST024545,2025-04-09,LOC003,25-34,Women,Studio Regular,Trail,True
CUST024546,2025-03-27,LOC004,25-34,Women,Active Lifestyle,Hiking,True
CUST024547,2023-03-06,LOC001,18-24,Women,Urban Runner,Trail,False
CUST024548,2025-02-19,LOC001,25-34,Women,Urban Runner,Running,True
CUST024549,2025-10-14,LOC003,25-34,Women,Outdoor Explorer,Trail,False
CUST024550,2024-12-14,LOC004,25-34,Women,Urban Runner,Running,True
CUST024551,2025-12-23,LOC004,35-44,Women,Urban Runner,Multi-Sport,True
CUST024552,2024-12-12,LOC011,35-44,Non-Binary / Other,Active Lifestyle,Pilates,False
CUST024553,2024-01-22,LOC001,25-34,Women,Urban Runner,Running,True
CUST024554,2023-07-01,LOC006,25-34,Men,Performance Athlete,Running,True
CUST024555,2025-08-08,LOC011,45-54,Women,Urban Runner,Gym,True
CUST024556,2025-02-01,LOC008,18-24,Women,Active Lifestyle,Gym,True
CUST024557,2025-05-16,LOC009,35-44,Women,Urban Runner,Gym,False
CUST024558,2025-11-14,LOC001,25-34,Women,Urban Runner,Running,True
CUST024559,2023-09-10,LOC001,25-34,Men,Outdoor Explorer,Trail,False
CUST024560,2024-01-02,LOC013,45-54,Women,Active Lifestyle,Hiking,False
CUST024561,2024-12-19,LOC011,45-54,Men,Studio Regular,Multi-Sport,False
CUST024562,2024-06-09,LOC004,45-54,Men,Performance Athlete,Running,True
CUST024563,2025-11-12,LOC012,35-44,Women,Urban Runner,Running,True
CUST024564,2023-09-05,LOC011,55+,Men,Studio Regular,Pilates,True
CUST024565,2025-03-07,LOC014,25-34,Women,Active Lifestyle,Multi-Sport,True
CUST024566,2024-12-06,LOC014,25-34,Men,Studio Regular,Pilates,True
CUST024567,2024-07-29,LOC001,25-34,Women,Studio Regular,Gym,True
CUST024568,2024-08-29,LOC004,25-34,Men,Performance Athlete,Gym,True
CUST024569,2024-04-08,LOC005,35-44,Men,Urban Runner,Running,True
CUST024570,2023-04-07,LOC009,25-34,Women,Performance Athlete,Running,False
CUST024571,2025-12-14,LOC001,25-34,Men,Urban Runner,Running,True
CUST024572,2025-05-18,LOC008,45-54,Women,Urban Runner,Running,True
CUST024573,2025-12-05,LOC011,25-34,Men,Outdoor Explorer,Hiking,False
CUST024574,2025-10-22,LOC014,35-44,Women,Studio Regular,Pilates,False
CUST024575,2025-12-30,LOC012,35-44,Women,Urban Runner,Running,True
CUST024576,2023-03-05,LOC012,25-34,Women,Performance Athlete,Running,False
CUST024577,2025-03-04,LOC003,45-54,Men,Urban Runner,Running,True
CUST024578,2024-01-15,LOC003,45-54,Women,Outdoor Explorer,Trail,True
CUST024579,2023-06-09,LOC001,45-54,Men,Outdoor Explorer,Pilates,True
CUST024580,2025-08-26,LOC007,25-34,Women,Active Lifestyle,Pilates,True
CUST024581,2025-05-15,LOC002,45-54,Women,Outdoor Explorer,Hiking,False
CUST024582,2025-09-29,LOC012,25-34,Women,Studio Regular,Pilates,False
CUST024583,2025-05-28,LOC014,55+,Women,Outdoor Explorer,Trail,True
CUST024584,2023-10-10,LOC003,45-54,Women,Urban Runner,Running,True
CUST024585,2025-11-15,LOC007,45-54,Women,Outdoor Explorer,Trail,True
CUST024586,2024-09-22,LOC013,35-44,Men,Outdoor Explorer,Hiking,True
CUST024587,2025-06-17,LOC003,18-24,Women,Outdoor Explorer,Trail,False
CUST024588,2024-06-09,LOC013,18-24,Women,Urban Runner,Running,True
CUST024589,2025-07-26,LOC009,18-24,Men,Performance Athlete,Trail,False
CUST024590,2023-10-30,LOC007,25-34,Men,Urban Runner,Hiking,False
CUST024591,2024-08-21,LOC007,25-34,Women,Outdoor Explorer,Hiking,True
CUST024592,2024-05-03,LOC004,45-54,Women,Studio Regular,Gym,False
CUST024593,2025-02-16,LOC004,25-34,Women,Active Lifestyle,Running,True
CUST024594,2023-04-02,LOC008,45-54,Women,Performance Athlete,Hiking,False
CUST024595,2023-02-26,LOC001,35-44,Women,Urban Runner,Running,False
CUST024596,2024-05-04,LOC001,45-54,Women,Active Lifestyle,Running,True
CUST024597,2024-12-11,LOC012,35-44,Women,Urban Runner,Gym,True
CUST024598,2024-02-06,LOC014,45-54,Women,Active Lifestyle,Gym,True
CUST024599,2025-01-09,LOC002,25-34,Women,Outdoor Explorer,Running,True
CUST024600,2025-01-13,LOC004,25-34,Men,Active Lifestyle,Gym,True
CUST024601,2025-04-19,LOC010,25-34,Men,Studio Regular,Pilates,True
CUST024602,2023-04-23,LOC008,35-44,Men,Outdoor Explorer,Running,False
CUST024603,2025-01-17,LOC011,45-54,Men,Urban Runner,Trail,True
CUST024604,2025-05-16,LOC003,25-34,Women,Outdoor Explorer,Trail,False
CUST024605,2023-03-08,LOC012,55+,Women,Active Lifestyle,Trail,True
CUST024606,2025-04-19,LOC007,25-34,Women,Studio Regular,Hiking,True
CUST024607,2024-11-26,LOC001,35-44,Women,Urban Runner,Hiking,True
CUST024608,2023-10-24,LOC005,45-54,Men,Urban Runner,Running,True
CUST024609,2025-04-25,LOC004,25-34,Women,Outdoor Explorer,Running,True
CUST024610,2023-04-17,LOC007,35-44,Men,Performance Athlete,Running,True
CUST024611,2024-05-06,LOC001,35-44,Women,Studio Regular,Gym,True
CUST024612,2023-06-16,LOC001,55+,Men,Outdoor Explorer,Hiking,True
CUST024613,2025-09-28,LOC011,25-34,Men,Urban Runner,Running,True
CUST024614,2024-06-02,LOC012,35-44,Women,Studio Regular,Gym,False
CUST024615,2025-11-16,LOC004,35-44,Women,Urban Runner,Running,True
CUST024616,2023-12-27,LOC012,25-34,Men,Urban Runner,Running,False
CUST024617,2024-04-19,LOC013,35-44,Men,Active Lifestyle,Gym,False
CUST024618,2025-07-13,LOC011,25-34,Women,Performance Athlete,Running,True
