customer_id,acquisition_date,acquisition_channel,campaign_id,first_touch_channel,last_touch_channel,acquisition_device,acquisition_platform,referral_flag
CUST013794,2023-08-13,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST013795,2023-06-30,Paid Social,,Paid Search,Paid Social,Mobile,iOS,False
CUST013796,2024-10-22,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST013797,2023-10-06,Paid Social,CAMP0050,Paid Social,Paid Social,Tablet,Website,False
CUST013798,2025-11-08,Direct,,Direct,Direct,Mobile,iOS,False
CUST013799,2024-06-03,Referral,,Referral,Referral,Desktop,Website,True
CUST013800,2025-07-17,Referral,,Community Event,Referral,Mobile,Website,True
CUST013801,2025-04-15,Direct,,Community Event,Direct,Tablet,Android,False
CUST013802,2025-04-13,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013803,2024-01-18,Direct,,Direct,Direct,Mobile,iOS,False
CUST013804,2024-07-15,Direct,,Organic Social,Direct,Mobile,iOS,False
CUST013805,2024-01-05,Organic Search,,Influencer,Organic Search,Desktop,Website,False
CUST013806,2024-04-12,Paid Social,,Community Event,Paid Social,Desktop,Website,False
CUST013807,2025-08-31,Paid Search,CAMP0044,Paid Search,Paid Search,Desktop,Website,False
CUST013808,2023-04-15,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST013809,2025-10-27,Paid Social,CAMP0002,Paid Social,Paid Social,Mobile,Website,False
CUST013810,2025-08-08,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST013811,2023-06-24,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST013812,2024-11-29,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013813,2024-08-10,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST013814,2025-04-26,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST013815,2025-03-25,Direct,,Direct,Direct,Mobile,Website,False
CUST013816,2025-04-08,Direct,,Direct,Direct,Mobile,Android,False
CUST013817,2025-08-23,Paid Social,CAMP0019,Paid Social,Paid Social,Mobile,iOS,False
CUST013818,2025-01-07,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013819,2023-06-30,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST013820,2024-12-17,Paid Social,,Paid Social,Paid Social,Mobile,Android,False
CUST013821,2023-04-07,Organic Search,,Referral,Organic Search,Mobile,iOS,False
CUST013822,2024-10-06,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013823,2023-04-03,Referral,,Referral,Referral,Desktop,Website,True
CUST013824,2024-02-18,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST013825,2023-09-21,Organic Social,,Paid Social,Organic Social,Mobile,iOS,False
CUST013826,2024-02-24,Direct,,Direct,Direct,Desktop,Website,False
CUST013827,2024-03-12,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST013828,2025-12-02,Direct,,Direct,Direct,Mobile,Website,False
CUST013829,2024-08-31,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST013830,2025-08-10,Organic Search,,Influencer,Organic Search,Mobile,Website,False
CUST013831,2023-07-20,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST013832,2024-05-30,Organic Search,,Referral,Organic Search,Mobile,Android,False
CUST013833,2024-04-25,Paid Search,,Paid Social,Paid Search,Desktop,Website,False
CUST013834,2024-09-20,Direct,,Direct,Direct,Mobile,Website,False
CUST013835,2023-05-08,Direct,,Direct,Direct,Mobile,Website,False
CUST013836,2023-06-17,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST013837,2025-01-19,Paid Social,CAMP0029,Paid Social,Paid Social,Desktop,Website,False
CUST013838,2023-12-17,Referral,,Referral,Referral,Mobile,Android,True
CUST013839,2025-02-08,Paid Social,CAMP0029,Influencer,Paid Social,Mobile,Android,False
CUST013840,2024-12-11,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST013841,2023-10-18,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST013842,2024-01-28,Organic Social,,Paid Social,Organic Social,Mobile,Website,False
CUST013843,2024-07-08,Organic Search,,Direct,Organic Search,Mobile,iOS,False
CUST013844,2025-01-07,Influencer,,Paid Search,Influencer,Mobile,Website,False
CUST013845,2025-04-30,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST013846,2025-02-23,Referral,,Referral,Referral,Mobile,iOS,True
CUST013847,2024-09-21,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST013848,2025-05-24,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST013849,2023-05-29,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013850,2025-04-07,Community Event,,Organic Search,Community Event,Mobile,iOS,False
CUST013851,2024-12-26,Paid Search,,Paid Search,Paid Search,Tablet,Android,False
CUST013852,2024-04-09,Referral,,Referral,Referral,Mobile,Website,True
CUST013853,2023-06-17,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013854,2025-10-12,Referral,,Referral,Referral,Mobile,iOS,True
CUST013855,2024-09-28,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST013856,2025-08-18,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST013857,2024-05-13,Influencer,,Paid Social,Influencer,Mobile,Website,False
CUST013858,2025-11-27,Paid Social,CAMP0002,Paid Social,Paid Social,Mobile,Website,False
CUST013859,2023-03-24,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST013860,2023-04-08,Paid Social,,Influencer,Paid Social,Mobile,Website,False
CUST013861,2023-09-23,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST013862,2025-03-07,Paid Search,,Influencer,Paid Search,Mobile,Android,False
CUST013863,2024-03-31,Direct,,Influencer,Direct,Mobile,Website,False
CUST013864,2025-04-27,Paid Social,CAMP0018,Paid Social,Paid Social,Mobile,Android,False
CUST013865,2023-10-31,Organic Search,,Referral,Organic Search,Mobile,Website,False
CUST013866,2024-09-12,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST013867,2025-07-27,Paid Social,CAMP0039,Organic Search,Paid Social,Mobile,Website,False
CUST013868,2025-12-27,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST013869,2024-02-11,Paid Social,CAMP0015,Paid Social,Paid Social,Mobile,Website,False
CUST013870,2025-10-16,Direct,,Direct,Direct,Mobile,iOS,False
CUST013871,2025-10-16,Paid Search,,Direct,Paid Search,Mobile,Website,False
CUST013872,2025-04-04,Referral,,Referral,Referral,Mobile,iOS,True
CUST013873,2024-02-07,Organic Search,,Organic Social,Organic Search,Tablet,Website,False
CUST013874,2024-08-16,Direct,,Referral,Direct,Tablet,iOS,False
CUST013875,2024-09-20,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013876,2024-07-13,Direct,,Direct,Direct,Mobile,Website,False
CUST013877,2023-03-05,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST013878,2023-07-31,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST013879,2024-04-11,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST013880,2024-02-19,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST013881,2023-05-24,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST013882,2025-08-10,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST013883,2025-04-03,Referral,,Referral,Referral,Desktop,Website,True
CUST013884,2023-03-04,Paid Social,,Community Event,Paid Social,Desktop,Website,False
CUST013885,2024-04-14,Paid Social,,Direct,Paid Social,Mobile,Website,False
CUST013886,2025-10-01,Paid Social,CAMP0019,Paid Social,Paid Social,Desktop,Website,False
CUST013887,2023-05-19,Paid Search,CAMP0006,Organic Search,Paid Search,Mobile,Android,False
CUST013888,2023-09-03,Community Event,,Organic Search,Community Event,Mobile,iOS,False
CUST013889,2024-07-16,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST013890,2025-06-13,Paid Social,CAMP0036,Paid Social,Paid Social,Desktop,Website,False
CUST013891,2025-04-27,Direct,,Paid Search,Direct,Mobile,Website,False
CUST013892,2024-04-04,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST013893,2023-10-20,Direct,,Referral,Direct,Mobile,iOS,False
CUST013894,2023-07-27,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST013895,2024-12-13,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST013896,2024-06-25,Paid Social,,Community Event,Paid Social,Desktop,Website,False
CUST013897,2024-03-31,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST013898,2025-09-26,Paid Social,CAMP0019,Paid Social,Paid Social,Mobile,Android,False
CUST013899,2025-08-28,Organic Search,,Influencer,Organic Search,Desktop,Website,False
CUST013900,2025-02-16,Paid Social,CAMP0029,Paid Social,Paid Social,Mobile,Website,False
CUST013901,2025-05-01,Paid Social,CAMP0018,Paid Search,Paid Social,Mobile,iOS,False
CUST013902,2025-05-13,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST013903,2024-08-12,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST013904,2025-02-22,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST013905,2024-06-24,Direct,,Paid Search,Direct,Desktop,Website,False
CUST013906,2023-02-05,Organic Social,,Organic Search,Organic Social,Desktop,Website,False
CUST013907,2024-08-07,Organic Social,,Influencer,Organic Social,Mobile,Website,False
CUST013908,2024-07-13,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST013909,2024-05-25,Direct,,Paid Social,Direct,Mobile,Android,False
CUST013910,2024-12-10,Organic Social,,Referral,Organic Social,Mobile,Website,False
CUST013911,2025-03-04,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST013912,2023-05-17,Paid Search,CAMP0006,Organic Search,Paid Search,Mobile,Website,False
CUST013913,2024-04-10,Paid Social,,Paid Social,Paid Social,Tablet,Website,False
CUST013914,2023-05-27,Organic Social,,Influencer,Organic Social,Mobile,Android,False
CUST013915,2024-10-01,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST013916,2023-01-07,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST013917,2025-07-13,Paid Social,CAMP0039,Paid Social,Paid Social,Mobile,Website,False
CUST013918,2024-07-28,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013919,2025-09-19,Referral,,Referral,Referral,Desktop,Website,True
CUST013920,2024-04-07,Referral,,Direct,Referral,Mobile,Website,True
CUST013921,2025-05-03,Organic Search,,Influencer,Organic Search,Desktop,Website,False
CUST013922,2025-02-09,Direct,,Direct,Direct,Mobile,Website,False
CUST013923,2024-06-21,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST013924,2024-01-04,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST013925,2024-01-13,Community Event,,Community Event,Community Event,Mobile,Website,False
CUST013926,2024-11-25,Paid Social,CAMP0010,Paid Social,Paid Social,Mobile,Website,False
CUST013927,2025-12-28,Paid Search,CAMP0054,Paid Search,Paid Search,Mobile,Website,False
CUST013928,2024-06-08,Influencer,CAMP0032,Influencer,Influencer,Mobile,Website,False
CUST013929,2023-06-24,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST013930,2024-09-19,Community Event,,Community Event,Community Event,Mobile,iOS,False
CUST013931,2024-05-20,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST013932,2024-06-19,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST013933,2023-07-12,Referral,,Referral,Referral,Mobile,Website,True
CUST013934,2024-10-03,Influencer,,Paid Search,Influencer,Tablet,Android,False
CUST013935,2023-01-15,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST013936,2025-08-02,Paid Social,CAMP0039,Paid Social,Paid Social,Mobile,Website,False
CUST013937,2023-07-30,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST013938,2025-10-29,Organic Search,,Paid Social,Organic Search,Desktop,Website,False
CUST013939,2024-07-31,Direct,,Influencer,Direct,Mobile,Android,False
CUST013940,2025-10-01,Referral,,Direct,Referral,Mobile,Website,True
CUST013941,2025-12-22,Organic Search,,Influencer,Organic Search,Mobile,Website,False
CUST013942,2024-07-18,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST013943,2023-03-01,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013944,2025-01-07,Influencer,,Influencer,Influencer,Mobile,Website,False
CUST013945,2025-07-14,Organic Search,,Referral,Organic Search,Mobile,Android,False
CUST013946,2024-06-30,Paid Social,,Paid Social,Paid Social,Mobile,Android,False
CUST013947,2025-10-19,Referral,,Referral,Referral,Desktop,Website,True
CUST013948,2025-12-04,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST013949,2025-06-08,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST013950,2023-09-10,Paid Social,CAMP0037,Paid Social,Paid Social,Mobile,Website,False
CUST013951,2024-04-17,Organic Social,,Organic Social,Organic Social,Mobile,Android,False
CUST013952,2024-11-30,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST013953,2024-11-18,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST013954,2025-11-23,Referral,,Referral,Referral,Mobile,Website,True
CUST013955,2025-10-10,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013956,2025-05-23,Referral,,Referral,Referral,Mobile,Website,True
CUST013957,2023-09-15,Direct,,Paid Social,Direct,Mobile,Website,False
CUST013958,2025-05-20,Community Event,,Influencer,Community Event,Mobile,Website,False
CUST013959,2023-08-05,Referral,,Direct,Referral,Mobile,Website,True
CUST013960,2025-02-09,Influencer,CAMP0056,Paid Search,Influencer,Mobile,Android,False
CUST013961,2024-02-25,Paid Social,CAMP0015,Paid Social,Paid Social,Mobile,Website,False
CUST013962,2024-06-30,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST013963,2023-11-29,Organic Search,,Organic Social,Organic Search,Mobile,iOS,False
CUST013964,2025-06-11,Organic Social,,Referral,Organic Social,Desktop,Website,False
CUST013965,2023-05-26,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST013966,2023-10-20,Direct,,Direct,Direct,Mobile,Website,False
CUST013967,2023-12-03,Referral,,Referral,Referral,Desktop,Website,True
CUST013968,2023-05-05,Organic Social,,Organic Social,Organic Social,Mobile,Android,False
CUST013969,2025-03-27,Influencer,,Influencer,Influencer,Tablet,Website,False
CUST013970,2023-01-28,Direct,,Direct,Direct,Mobile,Website,False
CUST013971,2025-12-06,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST013972,2025-05-06,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST013973,2023-10-23,Paid Social,CAMP0050,Paid Social,Paid Social,Mobile,Website,False
CUST013974,2025-07-31,Paid Social,CAMP0039,Influencer,Paid Social,Mobile,Website,False
CUST013975,2025-12-04,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST013976,2025-02-02,Paid Social,CAMP0029,Paid Social,Paid Social,Mobile,Website,False
CUST013977,2025-09-24,Organic Search,,Influencer,Organic Search,Mobile,Website,False
CUST013978,2025-12-11,Organic Social,,Direct,Organic Social,Mobile,Website,False
CUST013979,2025-09-30,Referral,,Referral,Referral,Mobile,Website,True
CUST013980,2025-02-24,Organic Search,,Direct,Organic Search,Mobile,Website,False
CUST013981,2023-01-23,Paid Search,,Direct,Paid Search,Mobile,Website,False
CUST013982,2025-08-17,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013983,2024-01-06,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST013984,2023-01-07,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST013985,2025-04-14,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST013986,2025-02-01,Paid Social,CAMP0029,Paid Social,Paid Social,Desktop,Website,False
CUST013987,2025-02-08,Influencer,CAMP0056,Influencer,Influencer,Mobile,iOS,False
CUST013988,2023-07-22,Paid Search,CAMP0013,Influencer,Paid Search,Mobile,Website,False
CUST013989,2024-10-22,Paid Social,CAMP0010,Organic Social,Paid Social,Mobile,iOS,False
CUST013990,2025-10-02,Paid Social,CAMP0019,Paid Social,Paid Social,Desktop,Website,False
CUST013991,2025-10-16,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST013992,2025-12-04,Influencer,,Direct,Influencer,Desktop,Website,False
CUST013993,2024-01-07,Community Event,,Community Event,Community Event,Mobile,Android,False
CUST013994,2024-06-22,Organic Search,,Influencer,Organic Search,Desktop,Website,False
CUST013995,2025-02-02,Referral,,Direct,Referral,Mobile,Website,True
CUST013996,2025-11-11,Paid Social,CAMP0002,Paid Social,Paid Social,Mobile,Android,False
CUST013997,2025-01-02,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST013998,2023-06-25,Paid Social,,Organic Social,Paid Social,Mobile,iOS,False
CUST013999,2024-07-12,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST014000,2023-12-24,Influencer,,Paid Search,Influencer,Mobile,iOS,False
CUST014001,2025-01-19,Influencer,,Organic Search,Influencer,Desktop,Website,False
CUST014002,2025-05-19,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST014003,2024-08-12,Community Event,,Community Event,Community Event,Mobile,Website,False
CUST014004,2023-04-16,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST014005,2023-10-05,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST014006,2025-05-10,Organic Search,,Organic Social,Organic Search,Mobile,iOS,False
CUST014007,2025-12-19,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST014008,2023-10-09,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST014009,2025-12-19,Direct,,Direct,Direct,Mobile,Website,False
CUST014010,2025-02-19,Organic Search,,Referral,Organic Search,Mobile,Website,False
CUST014011,2025-01-25,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST014012,2023-07-08,Organic Search,,Paid Search,Organic Search,Mobile,Android,False
CUST014013,2025-04-19,Paid Search,,Community Event,Paid Search,Mobile,Website,False
CUST014014,2023-08-01,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST014015,2024-03-04,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST014016,2024-06-07,Direct,,Direct,Direct,Mobile,iOS,False
CUST014017,2025-06-25,Direct,,Direct,Direct,Desktop,Website,False
CUST014018,2025-11-08,Organic Social,,Community Event,Organic Social,Desktop,Website,False
CUST014019,2023-04-24,Paid Search,,Paid Search,Paid Search,Mobile,Website,False
CUST014020,2023-05-04,Direct,,Direct,Direct,Desktop,Website,False
CUST014021,2025-07-04,Community Event,,Organic Search,Community Event,Mobile,Website,False
CUST014022,2025-01-28,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST014023,2025-02-07,Paid Search,CAMP0038,Paid Search,Paid Search,Mobile,Website,False
CUST014024,2025-08-16,Direct,,Direct,Direct,Mobile,Website,False
CUST014025,2024-02-18,Direct,,Direct,Direct,Mobile,Website,False
CUST014026,2023-01-25,Community Event,,Influencer,Community Event,Mobile,Website,False
CUST014027,2024-09-19,Direct,,Direct,Direct,Mobile,Android,False
CUST014028,2024-10-18,Organic Social,,Paid Social,Organic Social,Mobile,iOS,False
CUST014029,2025-04-01,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST014030,2025-05-14,Paid Social,,Community Event,Paid Social,Mobile,iOS,False
CUST014031,2025-09-02,Organic Search,,Organic Search,Organic Search,Tablet,Website,False
CUST014032,2023-05-18,Direct,,Direct,Direct,Desktop,Website,False
CUST014033,2025-06-14,Paid Social,CAMP0073,Paid Social,Paid Social,Desktop,Website,False
CUST014034,2024-04-29,Organic Search,,Paid Social,Organic Search,Mobile,iOS,False
CUST014035,2025-01-12,Referral,,Referral,Referral,Mobile,Android,True
CUST014036,2025-02-16,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST014037,2023-02-04,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST014038,2025-02-22,Paid Social,CAMP0029,Paid Social,Paid Social,Desktop,Website,False
CUST014039,2023-10-01,Paid Search,CAMP0016,Organic Social,Paid Search,Mobile,Android,False
CUST014040,2025-09-25,Paid Search,CAMP0044,Paid Search,Paid Search,Desktop,Website,False
CUST014041,2023-01-22,Organic Search,,Organic Social,Organic Search,Mobile,iOS,False
CUST014042,2025-12-05,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST014043,2024-08-20,Organic Search,,Organic Social,Organic Search,Mobile,iOS,False
CUST014044,2025-09-02,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST014045,2024-12-18,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST014046,2025-10-31,Paid Social,CAMP0002,Paid Social,Paid Social,Mobile,Website,False
CUST014047,2024-12-01,Paid Social,,Direct,Paid Social,Desktop,Website,False
CUST014048,2024-02-13,Direct,,Direct,Direct,Desktop,Website,False
CUST014049,2023-03-23,Paid Social,CAMP0058,Paid Social,Paid Social,Mobile,Android,False
CUST014050,2023-06-15,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST014051,2024-04-08,Referral,,Referral,Referral,Mobile,Website,True
CUST014052,2025-08-08,Paid Social,CAMP0039,Influencer,Paid Social,Mobile,Website,False
CUST014053,2025-04-20,Paid Social,CAMP0017,Paid Social,Paid Social,Mobile,Website,False
CUST014054,2023-06-16,Paid Search,,Community Event,Paid Search,Mobile,Android,False
CUST014055,2024-06-22,Organic Search,,Paid Search,Organic Search,Desktop,Website,False
CUST014056,2025-11-22,Direct,,Direct,Direct,Mobile,Website,False
CUST014057,2025-01-19,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST014058,2023-05-21,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST014059,2024-04-01,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST014060,2024-10-08,Organic Search,,Referral,Organic Search,Mobile,iOS,False
CUST014061,2024-08-24,Organic Search,,Organic Search,Organic Search,Mobile,iOS,False
CUST014062,2023-04-19,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST014063,2025-07-08,Paid Search,CAMP0053,Paid Search,Paid Search,Mobile,Website,False
CUST014064,2025-05-05,Paid Search,,Organic Search,Paid Search,Mobile,Website,False
CUST014065,2024-08-29,Direct,,Organic Social,Direct,Mobile,Website,False
CUST014066,2023-09-10,Direct,,Direct,Direct,Mobile,iOS,False
CUST014067,2023-12-30,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST014068,2025-06-20,Influencer,,Organic Social,Influencer,Mobile,Website,False
CUST014069,2025-11-07,Referral,,Referral,Referral,Mobile,Website,True
CUST014070,2025-11-24,Paid Search,CAMP0052,Paid Search,Paid Search,Mobile,Website,False
CUST014071,2023-07-18,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST014072,2024-09-19,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST014073,2025-04-11,Paid Search,,Organic Social,Paid Search,Desktop,Website,False
CUST014074,2023-08-09,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST014075,2025-02-24,Direct,,Influencer,Direct,Mobile,Website,False
CUST014076,2024-07-02,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST014077,2024-12-02,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST014078,2025-05-18,Organic Social,,Organic Social,Organic Social,Desktop,Website,False
CUST014079,2025-03-01,Organic Search,,Community Event,Organic Search,Mobile,Website,False
CUST014080,2024-12-15,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST014081,2024-10-20,Direct,,Direct,Direct,Mobile,Website,False
CUST014082,2024-08-29,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST014083,2024-05-13,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST014084,2024-03-14,Paid Search,,Direct,Paid Search,Desktop,Website,False
CUST014085,2025-07-06,Community Event,,Community Event,Community Event,Desktop,Website,False
CUST014086,2024-07-07,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST014087,2025-05-10,Organic Search,,Organic Search,Organic Search,Mobile,Android,False
CUST014088,2024-06-07,Influencer,CAMP0032,Influencer,Influencer,Mobile,Website,False
CUST014089,2024-10-16,Influencer,,Influencer,Influencer,Mobile,iOS,False
CUST014090,2023-04-18,Direct,,Direct,Direct,Desktop,Website,False
CUST014091,2024-03-05,Organic Social,,Influencer,Organic Social,Mobile,iOS,False
CUST014092,2025-03-16,Organic Social,,Paid Social,Organic Social,Mobile,Website,False
CUST014093,2024-07-10,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST014094,2025-10-07,Organic Social,,Organic Social,Organic Social,Mobile,Android,False
CUST014095,2023-06-05,Direct,,Direct,Direct,Mobile,Website,False
CUST014096,2023-11-27,Paid Social,CAMP0071,Community Event,Paid Social,Desktop,Website,False
CUST014097,2023-04-21,Paid Social,,Paid Social,Paid Social,Desktop,Website,False
CUST014098,2023-02-15,Paid Social,,Paid Social,Paid Social,Mobile,Website,False
CUST014099,2024-01-09,Community Event,,Community Event,Community Event,Mobile,iOS,False
CUST014100,2024-09-15,Direct,,Direct,Direct,Mobile,iOS,False
CUST014101,2025-05-06,Direct,,Direct,Direct,Mobile,iOS,False
CUST014102,2025-10-01,Organic Search,,Community Event,Organic Search,Mobile,iOS,False
CUST014103,2024-01-26,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST014104,2025-03-07,Referral,,Paid Search,Referral,Mobile,Website,True
CUST014105,2023-01-23,Paid Social,,Paid Social,Paid Social,Mobile,iOS,False
CUST014106,2024-10-05,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST014107,2025-12-07,Organic Search,,Paid Search,Organic Search,Desktop,Website,False
CUST014108,2025-04-14,Paid Search,,Influencer,Paid Search,Desktop,Website,False
CUST014109,2024-11-16,Influencer,,Influencer,Influencer,Desktop,Website,False
CUST014110,2025-09-23,Referral,,Organic Search,Referral,Mobile,Website,True
CUST014111,2025-01-05,Organic Social,,Paid Social,Organic Social,Mobile,Android,False
CUST014112,2025-02-24,Paid Search,CAMP0038,Paid Search,Paid Search,Desktop,Website,False
CUST014113,2025-05-12,Paid Search,,Community Event,Paid Search,Mobile,Website,False
CUST014114,2023-03-29,Organic Search,,Influencer,Organic Search,Mobile,Website,False
CUST014115,2024-03-12,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST014116,2025-01-09,Organic Social,,Organic Social,Organic Social,Mobile,iOS,False
CUST014117,2025-12-24,Paid Social,,Paid Social,Paid Social,Mobile,Android,False
CUST014118,2025-09-29,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST014119,2025-12-17,Organic Social,,Community Event,Organic Social,Desktop,Website,False
CUST014120,2024-02-10,Organic Search,,Organic Search,Organic Search,Mobile,Website,False
CUST014121,2024-12-03,Organic Social,,Community Event,Organic Social,Mobile,Website,False
CUST014122,2025-10-22,Paid Search,,Paid Search,Paid Search,Desktop,Website,False
CUST014123,2024-03-29,Organic Search,,Organic Search,Organic Search,Desktop,Website,False
CUST014124,2025-03-22,Paid Search,,Paid Search,Paid Search,Mobile,iOS,False
CUST014125,2024-01-06,Organic Social,,Organic Social,Organic Social,Mobile,Website,False
CUST014126,2024-06-19,Direct,,Direct,Direct,Tablet,iOS,False
CUST014127,2024-11-26,Direct,,Organic Search,Direct,Desktop,Website,False
CUST014128,2024-03-09,Organic Social,,Organic Search,Organic Social,Mobile,Website,False
CUST014129,2025-07-19,Referral,,Referral,Referral,Mobile,Android,True
