order_id,customer_id,order_timestamp,sales_channel,device,currency,shipping_location_id,order_status,promotion_code,campaign_id
ORD0042921,CUST031422,2025-07-14 10:47:34,Website,Mobile,CHF,LOC014,Completed,,
ORD0042922,CUST031423,2025-01-15 10:56:06,iOS,Mobile,EUR,LOC011,Completed,,
ORD0042923,CUST031427,2025-03-20 09:22:17,Website,Desktop,EUR,LOC004,Completed,,
ORD0042924,CUST031427,2025-05-04 20:18:00,Website,Mobile,EUR,LOC004,Completed,,
ORD0042925,CUST031427,2025-05-18 12:23:43,Android,Mobile,EUR,LOC004,Cancelled,,
ORD0042926,CUST031427,2025-07-09 11:49:49,Android,Mobile,EUR,LOC004,Completed,,
ORD0042927,CUST031431,2025-02-09 14:11:18,Website,Desktop,EUR,LOC011,Completed,,CAMP0038
ORD0042928,CUST031431,2025-04-20 18:18:01,Website,Desktop,EUR,LOC012,Completed,CLUB15,
ORD0042929,CUST031431,2025-05-07 19:28:25,Website,Mobile,EUR,LOC012,Completed,,
ORD0042930,CUST031432,2023-07-26 17:58:05,Website,Desktop,EUR,LOC004,Completed,CLUB15,
ORD0042931,CUST031432,2023-09-23 17:49:21,Website,Desktop,EUR,LOC005,Completed,,
ORD0042932,CUST031433,2024-01-11 15:19:01,iOS,Mobile,GBP,LOC001,Completed,,
ORD0042933,CUST031433,2024-02-27 21:16:08,Website,Desktop,GBP,LOC001,Completed,,
ORD0042934,CUST031433,2024-05-22 18:36:47,iOS,Mobile,GBP,LOC001,Completed,,
ORD0042935,CUST031433,2024-06-17 22:29:35,iOS,Mobile,GBP,LOC001,Completed,,
ORD0042936,CUST031433,2024-09-09 17:37:17,Android,Mobile,GBP,LOC001,Completed,,
ORD0042937,CUST031434,2024-07-25 16:52:40,iOS,Mobile,GBP,LOC002,Completed,,
ORD0042938,CUST031434,2024-09-02 08:23:43,Website,Tablet,GBP,LOC002,Completed,,
ORD0042939,CUST031434,2024-10-04 08:26:01,Android,Mobile,GBP,LOC001,Completed,,
ORD0042940,CUST031434,2024-12-29 20:12:37,iOS,Mobile,GBP,LOC002,Completed,,
ORD0042941,CUST031435,2025-04-30 14:36:31,Website,Mobile,EUR,LOC004,Completed,,
ORD0042942,CUST031435,2025-08-25 11:55:33,Website,Mobile,EUR,LOC004,Completed,,
ORD0042943,CUST031435,2025-10-30 20:02:35,Website,Desktop,EUR,LOC004,Completed,,CAMP0002
ORD0042944,CUST031436,2024-12-31 20:01:05,Android,Mobile,GBP,LOC001,Completed,,
ORD0042945,CUST031437,2024-06-24 13:39:33,Website,Mobile,GBP,LOC001,Completed,,
ORD0042946,CUST031439,2024-01-01 09:39:22,iOS,Mobile,GBP,LOC002,Completed,,
ORD0042947,CUST031439,2024-03-15 16:33:22,Website,Mobile,GBP,LOC001,Completed,,
ORD0042948,CUST031441,2024-01-07 13:50:45,Website,Mobile,EUR,LOC007,Completed,SEASON20,
ORD0042949,CUST031442,2023-10-12 21:36:00,Website,Desktop,GBP,LOC001,Completed,,
ORD0042950,CUST031442,2023-10-31 22:38:09,Android,Mobile,GBP,LOC001,Completed,,
ORD0042951,CUST031442,2024-01-25 17:54:59,Website,Desktop,GBP,LOC001,Completed,,
ORD0042952,CUST031442,2024-05-02 17:27:34,Website,Desktop,GBP,LOC001,Completed,,
ORD0042953,CUST031442,2024-05-25 10:47:59,Website,Desktop,GBP,LOC001,Refunded,,
ORD0042954,CUST031443,2025-12-24 17:34:23,Website,Desktop,EUR,LOC007,Completed,,
ORD0042955,CUST031446,2024-03-11 18:37:55,Android,Mobile,EUR,LOC013,Completed,,
ORD0042956,CUST031446,2024-03-31 19:32:57,Android,Mobile,EUR,LOC013,Completed,,
ORD0042957,CUST031446,2024-05-04 15:49:33,Android,Mobile,EUR,LOC013,Completed,,
ORD0042958,CUST031446,2024-05-30 11:58:18,Website,Mobile,EUR,LOC013,Completed,,
ORD0042959,CUST031446,2024-07-02 14:01:17,Website,Mobile,EUR,LOC013,Completed,,
ORD0042960,CUST031447,2025-08-31 10:04:33,Android,Mobile,EUR,LOC008,Completed,,
ORD0042961,CUST031447,2025-12-14 13:09:14,Android,Mobile,EUR,LOC008,Completed,,
ORD0042962,CUST031452,2025-05-05 11:32:37,Website,Mobile,EUR,LOC004,Completed,,
ORD0042963,CUST031452,2025-08-24 20:57:41,Website,Desktop,EUR,LOC004,Completed,,
ORD0042964,CUST031453,2023-08-31 12:08:45,Website,Mobile,CHF,LOC014,Completed,SEASON20,
ORD0042965,CUST031453,2024-02-08 17:37:37,Website,Mobile,CHF,LOC014,Completed,,
ORD0042966,CUST031453,2024-03-15 14:09:36,Website,Mobile,CHF,LOC014,Completed,,
ORD0042967,CUST031453,2024-04-15 08:19:10,Website,Desktop,CHF,LOC014,Completed,,
ORD0042968,CUST031455,2025-11-25 18:21:46,Website,Mobile,EUR,LOC009,Completed,,
ORD0042969,CUST031456,2023-06-14 15:19:46,Website,Desktop,EUR,LOC008,Completed,,
ORD0042970,CUST031458,2024-05-07 20:50:46,Website,Desktop,EUR,LOC006,Refunded,CLUB15,
ORD0042971,CUST031459,2023-11-21 11:41:23,Android,Mobile,EUR,LOC009,Completed,,
ORD0042972,CUST031459,2024-04-18 17:23:03,Website,Desktop,EUR,LOC009,Completed,,
ORD0042973,CUST031459,2024-07-03 08:24:27,Android,Mobile,EUR,LOC009,Completed,,
ORD0042974,CUST031459,2024-08-10 17:08:39,Website,Desktop,EUR,LOC009,Completed,,
ORD0042975,CUST031459,2024-09-02 22:16:52,Android,Mobile,EUR,LOC009,Completed,,
ORD0042976,CUST031459,2025-01-02 15:34:32,Website,Mobile,EUR,LOC009,Completed,,
ORD0042977,CUST031459,2025-01-24 08:02:37,Android,Mobile,EUR,LOC009,Completed,,
ORD0042978,CUST031460,2024-09-04 10:34:08,Website,Mobile,EUR,LOC005,Completed,,
ORD0042979,CUST031460,2024-10-10 22:32:28,Website,Mobile,EUR,LOC006,Completed,CLUB15,
ORD0042980,CUST031461,2025-07-30 17:45:17,Website,Desktop,EUR,LOC013,Completed,,
ORD0042981,CUST031462,2023-09-20 16:45:18,Website,Desktop,EUR,LOC007,Completed,,
ORD0042982,CUST031462,2023-10-14 14:00:26,Website,Desktop,EUR,LOC007,Completed,,
ORD0042983,CUST031462,2024-03-21 08:04:24,Website,Mobile,EUR,LOC007,Completed,,
ORD0042984,CUST031462,2024-04-18 22:10:31,Website,Desktop,EUR,LOC007,Completed,,
ORD0042985,CUST031462,2024-07-29 12:55:35,Website,Mobile,EUR,LOC007,Completed,,
ORD0042986,CUST031465,2025-06-10 13:00:38,Website,Desktop,GBP,LOC001,Completed,WELCOME10,
ORD0042987,CUST031465,2025-07-11 22:18:40,Website,Mobile,GBP,LOC001,Completed,,
ORD0042988,CUST031465,2025-08-18 22:41:38,Website,Desktop,GBP,LOC001,Completed,SEASON20,
ORD0042989,CUST031467,2023-02-23 15:54:33,Website,Mobile,EUR,LOC007,Completed,,
ORD0042990,CUST031467,2023-05-01 14:31:27,iOS,Mobile,EUR,LOC007,Cancelled,,
ORD0042991,CUST031467,2023-06-14 11:34:19,Website,Mobile,EUR,LOC007,Completed,,
ORD0042992,CUST031467,2023-09-25 08:58:33,iOS,Mobile,EUR,LOC008,Completed,,
ORD0042993,CUST031467,2024-03-03 18:40:37,Website,Mobile,EUR,LOC007,Completed,,
ORD0042994,CUST031468,2025-02-12 16:45:56,Website,Desktop,EUR,LOC012,Completed,,
ORD0042995,CUST031469,2025-08-03 13:00:10,iOS,Mobile,EUR,LOC008,Completed,CLUB15,
ORD0042996,CUST031469,2025-09-11 14:24:53,Website,Mobile,EUR,LOC008,Completed,SEASON20,
ORD0042997,CUST031470,2023-05-13 16:41:25,Website,Mobile,GBP,LOC001,Completed,,
ORD0042998,CUST031470,2023-08-02 14:24:08,iOS,Mobile,GBP,LOC003,Completed,,
ORD0042999,CUST031471,2025-11-06 12:31:38,iOS,Mobile,GBP,LOC003,Completed,,
ORD0043000,CUST031473,2025-04-14 22:03:34,Website,Mobile,EUR,LOC012,Completed,,
ORD0043001,CUST031473,2025-05-23 16:21:29,iOS,Mobile,EUR,LOC012,Completed,,
ORD0043002,CUST031474,2023-07-21 18:24:03,Website,Mobile,EUR,LOC004,Completed,,
ORD0043003,CUST031475,2024-02-24 16:52:40,Android,Mobile,EUR,LOC011,Completed,,
ORD0043004,CUST031476,2024-02-12 19:02:45,Website,Desktop,EUR,LOC005,Completed,,
ORD0043005,CUST031478,2024-11-25 13:35:27,Website,Desktop,GBP,LOC001,Completed,,
ORD0043006,CUST031478,2025-01-15 16:38:08,Website,Mobile,GBP,LOC001,Completed,,
ORD0043007,CUST031479,2023-05-08 20:10:31,Android,Mobile,EUR,LOC013,Completed,,
ORD0043008,CUST031479,2023-07-03 21:52:00,Website,Mobile,EUR,LOC013,Refunded,,
ORD0043009,CUST031480,2024-06-03 21:30:52,Website,Desktop,EUR,LOC007,Completed,,
ORD0043010,CUST031481,2024-06-11 08:35:52,Website,Mobile,EUR,LOC008,Completed,,
ORD0043011,CUST031482,2023-04-19 12:59:14,Website,Desktop,EUR,LOC008,Completed,,
ORD0043012,CUST031482,2023-08-24 11:38:21,Website,Tablet,EUR,LOC008,Completed,,
ORD0043013,CUST031483,2024-02-21 22:58:06,Website,Desktop,EUR,LOC007,Completed,,
ORD0043014,CUST031483,2024-03-20 14:58:25,Website,Mobile,EUR,LOC007,Completed,,
ORD0043015,CUST031483,2024-04-10 09:11:51,Website,Desktop,EUR,LOC007,Completed,,
ORD0043016,CUST031483,2024-05-23 14:50:29,Website,Desktop,EUR,LOC007,Completed,,
ORD0043017,CUST031483,2024-09-14 14:20:53,Website,Mobile,EUR,LOC008,Completed,,
ORD0043018,CUST031483,2025-01-02 18:50:05,Website,Mobile,EUR,LOC007,Completed,,
ORD0043019,CUST031483,2025-04-01 19:14:26,Website,Desktop,EUR,LOC007,Completed,,
ORD0043020,CUST031483,2025-06-21 15:41:21,Website,Desktop,EUR,LOC007,Completed,,
ORD0043021,CUST031484,2023-12-01 22:51:59,iOS,Mobile,EUR,LOC008,Cancelled,,
ORD0043022,CUST031485,2023-01-09 11:34:53,iOS,Mobile,EUR,LOC013,Completed,,
ORD0043023,CUST031486,2024-05-23 17:05:29,Website,Mobile,GBP,LOC001,Completed,,
ORD0043024,CUST031488,2025-02-16 18:16:35,Website,Desktop,EUR,LOC010,Completed,WELCOME10,
ORD0043025,CUST031488,2025-08-22 14:45:36,Website,Desktop,EUR,LOC010,Completed,,
ORD0043026,CUST031489,2024-10-15 20:04:08,Website,Mobile,EUR,LOC011,Completed,CLUB15,
ORD0043027,CUST031491,2023-05-07 17:10:54,Website,Mobile,EUR,LOC006,Completed,,
ORD0043028,CUST031491,2023-12-29 22:04:13,iOS,Mobile,EUR,LOC004,Cancelled,,
ORD0043029,CUST031491,2024-01-12 20:53:16,Android,Mobile,EUR,LOC004,Completed,,
ORD0043030,CUST031491,2024-04-03 16:18:50,iOS,Mobile,EUR,LOC004,Completed,EVENT10,
ORD0043031,CUST031492,2025-11-27 08:08:08,Website,Desktop,EUR,LOC004,Completed,,CAMP0033
ORD0043032,CUST031495,2025-04-07 16:08:48,Website,Desktop,GBP,LOC001,Completed,EVENT10,
ORD0043033,CUST031495,2025-09-30 10:21:27,Website,Desktop,GBP,LOC001,Completed,CLUB15,
ORD0043034,CUST031495,2025-12-02 10:40:48,Website,Desktop,GBP,LOC001,Completed,,
ORD0043035,CUST031496,2023-02-20 10:07:59,Website,Mobile,GBP,LOC001,Completed,,
ORD0043036,CUST031496,2023-05-07 08:29:06,Website,Desktop,GBP,LOC001,Completed,,
ORD0043037,CUST031497,2024-12-07 13:32:20,Website,Mobile,EUR,LOC013,Completed,,
ORD0043038,CUST031498,2023-03-31 12:15:23,Website,Mobile,GBP,LOC002,Completed,WELCOME10,
ORD0043039,CUST031498,2023-04-21 18:27:34,Android,Mobile,GBP,LOC001,Completed,,
ORD0043040,CUST031498,2023-05-18 08:11:15,Website,Mobile,GBP,LOC001,Completed,,
ORD0043041,CUST031499,2024-05-04 16:55:34,Android,Mobile,EUR,LOC005,Completed,EVENT10,
ORD0043042,CUST031502,2024-10-04 17:50:24,Website,Desktop,GBP,LOC001,Completed,,
ORD0043043,CUST031503,2025-03-20 12:39:38,Website,Desktop,EUR,LOC004,Completed,,
ORD0043044,CUST031504,2023-08-06 17:28:32,Android,Mobile,EUR,LOC005,Completed,,
ORD0043045,CUST031504,2023-08-30 09:45:35,Android,Mobile,EUR,LOC005,Completed,,
ORD0043046,CUST031508,2025-04-05 15:59:12,Website,Mobile,EUR,LOC013,Completed,,
ORD0043047,CUST031509,2023-10-08 18:50:41,Website,Mobile,EUR,LOC011,Completed,,
ORD0043048,CUST031509,2024-08-09 11:16:22,Website,Mobile,EUR,LOC011,Completed,,
ORD0043049,CUST031510,2023-10-21 14:50:19,Website,Mobile,EUR,LOC011,Completed,,
ORD0043050,CUST031510,2024-06-17 09:17:15,Website,Desktop,EUR,LOC012,Completed,,
ORD0043051,CUST031510,2024-08-21 12:19:24,Android,Mobile,EUR,LOC012,Completed,FREESHIP,
ORD0043052,CUST031511,2024-10-25 10:07:47,Android,Mobile,EUR,LOC011,Completed,,
ORD0043053,CUST031511,2024-11-08 18:30:54,Website,Mobile,EUR,LOC011,Completed,,
ORD0043054,CUST031511,2025-02-24 17:55:39,Android,Mobile,EUR,LOC011,Completed,,
ORD0043055,CUST031513,2025-06-01 16:20:55,Website,Mobile,EUR,LOC013,Completed,WELCOME10,
ORD0043056,CUST031514,2024-02-17 08:49:18,Website,Desktop,GBP,LOC001,Completed,WELCOME10,
ORD0043057,CUST031514,2024-03-09 21:37:12,Website,Desktop,GBP,LOC001,Completed,CLUB15,
ORD0043058,CUST031517,2024-08-17 17:01:48,Website,Mobile,EUR,LOC008,Completed,,
ORD0043059,CUST031517,2025-01-17 20:19:25,Website,Mobile,EUR,LOC008,Completed,,
ORD0043060,CUST031517,2025-06-04 13:45:54,Website,Mobile,EUR,LOC008,Completed,,
ORD0043061,CUST031518,2025-10-26 19:24:00,Android,Mobile,EUR,LOC009,Completed,,
ORD0043062,CUST031519,2024-11-11 14:47:34,iOS,Mobile,EUR,LOC009,Completed,,
ORD0043063,CUST031519,2024-12-31 11:07:19,Website,Desktop,EUR,LOC009,Completed,,
ORD0043064,CUST031519,2025-08-05 22:34:22,iOS,Mobile,EUR,LOC009,Cancelled,,
ORD0043065,CUST031519,2025-10-02 20:52:52,iOS,Tablet,EUR,LOC009,Completed,SEASON20,
ORD0043066,CUST031520,2024-09-16 10:23:38,Website,Desktop,EUR,LOC010,Completed,FREESHIP,
ORD0043067,CUST031520,2024-10-25 17:19:10,iOS,Mobile,EUR,LOC009,Completed,,
ORD0043068,CUST031520,2024-12-25 12:55:18,Website,Mobile,EUR,LOC009,Completed,,
ORD0043069,CUST031520,2025-08-20 08:46:27,Website,Mobile,EUR,LOC009,Completed,,
ORD0043070,CUST031520,2025-12-11 19:03:13,Android,Mobile,EUR,LOC009,Completed,,
ORD0043071,CUST031521,2025-12-01 08:12:10,Website,Mobile,EUR,LOC004,Completed,,
ORD0043072,CUST031522,2025-05-05 19:34:12,Website,Mobile,EUR,LOC005,Completed,,
ORD0043073,CUST031522,2025-06-15 16:28:52,Website,Desktop,EUR,LOC006,Completed,CLUB15,
ORD0043074,CUST031524,2024-04-08 14:09:10,Website,Desktop,EUR,LOC008,Completed,,
ORD0043075,CUST031524,2024-05-29 18:53:23,Website,Mobile,EUR,LOC008,Completed,,
ORD0043076,CUST031525,2024-12-23 12:21:58,Website,Desktop,EUR,LOC008,Completed,CLUB15,
ORD0043077,CUST031526,2025-11-21 13:01:26,Website,Tablet,EUR,LOC004,Completed,,
ORD0043078,CUST031530,2024-05-04 21:37:30,Website,Mobile,GBP,LOC001,Completed,,
ORD0043079,CUST031530,2024-06-22 10:35:18,iOS,Tablet,GBP,LOC001,Completed,,
ORD0043080,CUST031530,2024-09-19 16:19:09,Website,Mobile,GBP,LOC001,Refunded,,
ORD0043081,CUST031530,2024-10-19 14:29:07,Website,Mobile,GBP,LOC001,Completed,,
ORD0043082,CUST031532,2025-11-20 11:47:38,Website,Mobile,CHF,LOC014,Completed,,
ORD0043083,CUST031535,2025-10-08 17:10:02,Website,Mobile,EUR,LOC009,Completed,,
ORD0043084,CUST031536,2025-02-05 16:45:56,Website,Desktop,EUR,LOC006,Completed,,
ORD0043085,CUST031536,2025-05-28 15:29:44,Website,Mobile,EUR,LOC006,Completed,,
ORD0043086,CUST031537,2025-08-24 22:31:23,Website,Mobile,EUR,LOC004,Completed,,
ORD0043087,CUST031537,2025-09-25 19:54:11,Website,Mobile,EUR,LOC004,Completed,,
ORD0043088,CUST031538,2025-07-08 17:22:32,Website,Mobile,GBP,LOC001,Completed,,
ORD0043089,CUST031538,2025-08-15 20:31:54,Website,Mobile,GBP,LOC002,Completed,,
ORD0043090,CUST031541,2025-08-07 17:13:43,Website,Mobile,EUR,LOC013,Completed,,
ORD0043091,CUST031542,2025-12-11 15:21:15,Website,Mobile,EUR,LOC007,Completed,,
ORD0043092,CUST031543,2023-12-31 09:43:35,Android,Mobile,EUR,LOC007,Completed,,
ORD0043093,CUST031543,2024-02-06 19:32:10,iOS,Mobile,EUR,LOC007,Completed,,
ORD0043094,CUST031544,2023-10-21 21:58:30,iOS,Mobile,EUR,LOC012,Completed,,
ORD0043095,CUST031544,2024-01-23 12:54:25,Website,Mobile,EUR,LOC011,Completed,,
ORD0043096,CUST031544,2024-04-08 20:15:30,Website,Mobile,EUR,LOC011,Completed,,
ORD0043097,CUST031545,2025-07-29 13:40:26,Website,Mobile,GBP,LOC001,Completed,SEASON20,
ORD0043098,CUST031545,2025-12-18 16:07:42,Website,Mobile,GBP,LOC001,Completed,,
ORD0043099,CUST031546,2024-05-22 20:06:18,iOS,Mobile,GBP,LOC001,Completed,,
ORD0043100,CUST031546,2024-06-27 18:41:01,iOS,Mobile,GBP,LOC001,Completed,,
ORD0043101,CUST031547,2025-10-13 15:15:13,iOS,Mobile,EUR,LOC007,Completed,,
ORD0043102,CUST031548,2025-12-30 18:39:03,Website,Tablet,CHF,LOC014,Completed,,
ORD0043103,CUST031550,2023-05-06 13:57:36,Website,Mobile,EUR,LOC012,Cancelled,,
ORD0043104,CUST031553,2025-04-07 11:19:09,Website,Desktop,GBP,LOC002,Completed,,
ORD0043105,CUST031553,2025-05-23 21:26:54,Website,Mobile,GBP,LOC002,Completed,,
ORD0043106,CUST031553,2025-10-08 16:40:00,iOS,Mobile,GBP,LOC002,Completed,,CAMP0001
ORD0043107,CUST031553,2025-12-03 10:23:27,Website,Desktop,GBP,LOC002,Completed,,
ORD0043108,CUST031554,2025-10-23 18:09:01,iOS,Mobile,EUR,LOC010,Completed,,CAMP0012
ORD0043109,CUST031555,2025-05-21 20:46:52,Website,Mobile,GBP,LOC001,Completed,,
ORD0043110,CUST031556,2024-01-09 10:08:56,Android,Mobile,EUR,LOC008,Completed,,
ORD0043111,CUST031557,2024-07-09 08:45:05,Website,Desktop,EUR,LOC013,Completed,,
ORD0043112,CUST031557,2024-12-15 12:52:12,Website,Desktop,EUR,LOC013,Completed,,
ORD0043113,CUST031558,2024-04-08 21:12:32,Website,Desktop,EUR,LOC007,Completed,WELCOME10,
ORD0043114,CUST031558,2024-06-12 16:54:42,Website,Mobile,EUR,LOC007,Completed,,
ORD0043115,CUST031559,2025-02-23 10:37:38,Android,Mobile,GBP,LOC003,Completed,,
ORD0043116,CUST031560,2023-05-03 16:09:03,Website,Desktop,EUR,LOC005,Completed,,
ORD0043117,CUST031560,2023-09-17 09:53:58,Website,Mobile,EUR,LOC005,Completed,,
ORD0043118,CUST031560,2023-10-20 20:33:09,iOS,Mobile,EUR,LOC005,Completed,,
ORD0043119,CUST031560,2024-04-02 20:44:40,Website,Desktop,EUR,LOC005,Completed,,
ORD0043120,CUST031560,2024-05-20 16:40:31,Website,Desktop,EUR,LOC005,Completed,,
ORD0043121,CUST031560,2024-08-23 13:11:19,Website,Mobile,EUR,LOC005,Completed,,
ORD0043122,CUST031561,2025-07-27 21:12:43,Website,Mobile,EUR,LOC004,Completed,,
ORD0043123,CUST031563,2023-06-05 11:54:18,Website,Desktop,EUR,LOC007,Completed,,
ORD0043124,CUST031567,2024-10-25 13:42:16,Website,Mobile,EUR,LOC009,Refunded,,
ORD0043125,CUST031568,2024-12-03 15:03:58,Website,Mobile,EUR,LOC008,Completed,,
ORD0043126,CUST031568,2025-04-06 13:53:22,Website,Mobile,EUR,LOC007,Completed,,
ORD0043127,CUST031569,2024-03-29 10:27:45,Website,Desktop,EUR,LOC009,Completed,,
ORD0043128,CUST031569,2025-02-08 22:29:43,Website,Desktop,EUR,LOC009,Completed,,CAMP0038
ORD0043129,CUST031569,2025-12-14 10:50:51,Website,Desktop,EUR,LOC009,Completed,,
ORD0043130,CUST031570,2023-10-30 09:08:10,Android,Tablet,EUR,LOC007,Completed,,
ORD0043131,CUST031570,2023-12-06 13:20:45,Android,Tablet,EUR,LOC008,Completed,,
ORD0043132,CUST031571,2024-12-28 15:10:03,Android,Mobile,GBP,LOC001,Completed,,
ORD0043133,CUST031573,2024-04-05 09:34:19,iOS,Mobile,EUR,LOC004,Completed,,
ORD0043134,CUST031574,2025-02-11 21:07:04,Android,Tablet,GBP,LOC001,Completed,,
ORD0043135,CUST031574,2025-07-08 18:42:09,Android,Mobile,GBP,LOC001,Completed,,
ORD0043136,CUST031574,2025-08-03 17:55:34,Android,Mobile,GBP,LOC001,Completed,EVENT10,
ORD0043137,CUST031575,2025-07-27 22:56:40,Website,Mobile,EUR,LOC005,Completed,,
ORD0043138,CUST031576,2023-05-17 21:23:11,Website,Desktop,GBP,LOC001,Completed,,
ORD0043139,CUST031576,2023-06-27 15:31:51,iOS,Mobile,GBP,LOC001,Completed,,
ORD0043140,CUST031576,2023-07-19 12:32:39,Website,Mobile,GBP,LOC001,Completed,,
ORD0043141,CUST031578,2023-08-12 22:45:31,Website,Mobile,EUR,LOC012,Completed,,
ORD0043142,CUST031579,2024-08-03 11:55:41,iOS,Mobile,EUR,LOC004,Completed,,
ORD0043143,CUST031580,2024-08-24 18:25:46,Website,Mobile,GBP,LOC001,Completed,,
ORD0043144,CUST031584,2023-09-02 21:46:08,Website,Mobile,GBP,LOC001,Completed,,
ORD0043145,CUST031584,2024-02-26 17:55:48,Website,Desktop,GBP,LOC001,Completed,,
ORD0043146,CUST031584,2024-03-16 14:47:55,Website,Desktop,GBP,LOC001,Completed,,
ORD0043147,CUST031584,2024-09-11 11:26:38,Website,Desktop,GBP,LOC001,Completed,,
ORD0043148,CUST031587,2024-04-11 10:41:09,Website,Mobile,EUR,LOC011,Completed,,
ORD0043149,CUST031588,2024-10-24 22:51:30,Website,Mobile,EUR,LOC007,Completed,,
ORD0043150,CUST031590,2025-12-21 20:07:21,Website,Desktop,GBP,LOC003,Completed,,
ORD0043151,CUST031592,2024-05-14 10:22:37,Android,Mobile,EUR,LOC004,Completed,,
ORD0043152,CUST031592,2024-10-12 12:03:00,Website,Mobile,EUR,LOC006,Completed,,
ORD0043153,CUST031594,2024-11-02 09:21:44,Website,Tablet,EUR,LOC007,Completed,,
ORD0043154,CUST031595,2023-03-30 15:21:42,Website,Desktop,EUR,LOC006,Completed,WELCOME10,CAMP0058
ORD0043155,CUST031595,2023-07-05 22:40:20,Website,Desktop,EUR,LOC006,Completed,,
ORD0043156,CUST031595,2023-08-04 14:28:46,Website,Mobile,EUR,LOC006,Completed,,
ORD0043157,CUST031598,2024-03-21 20:30:58,Website,Mobile,EUR,LOC013,Completed,,
ORD0043158,CUST031599,2024-04-16 19:27:42,Website,Mobile,CHF,LOC014,Completed,,
ORD0043159,CUST031599,2024-09-15 19:30:13,iOS,Mobile,CHF,LOC014,Completed,EVENT10,
ORD0043160,CUST031599,2025-07-05 12:02:20,Website,Mobile,CHF,LOC014,Completed,,
ORD0043161,CUST031600,2023-06-04 11:17:38,Website,Desktop,EUR,LOC004,Completed,,
ORD0043162,CUST031600,2023-08-01 15:59:50,Android,Tablet,EUR,LOC004,Completed,,
ORD0043163,CUST031600,2023-10-23 13:19:45,Website,Desktop,EUR,LOC004,Completed,,
ORD0043164,CUST031600,2024-03-23 22:19:52,Android,Mobile,EUR,LOC004,Completed,,
ORD0043165,CUST031601,2025-02-19 17:11:11,Website,Desktop,EUR,LOC009,Completed,,
ORD0043166,CUST031603,2023-09-24 11:57:13,Website,Mobile,EUR,LOC008,Completed,,
ORD0043167,CUST031603,2023-12-03 17:13:48,Website,Mobile,EUR,LOC008,Completed,,
ORD0043168,CUST031603,2024-09-03 11:56:55,Website,Mobile,EUR,LOC008,Completed,,
ORD0043169,CUST031605,2025-10-01 13:12:43,Website,Desktop,GBP,LOC001,Completed,,
ORD0043170,CUST031608,2025-06-24 15:01:40,Website,Desktop,EUR,LOC005,Completed,CLUB15,
ORD0043171,CUST031610,2024-06-15 11:38:58,iOS,Mobile,GBP,LOC002,Completed,CLUB15,
ORD0043172,CUST031610,2024-10-16 08:21:35,Website,Mobile,GBP,LOC001,Completed,,
ORD0043173,CUST031611,2023-12-22 18:04:03,Website,Desktop,EUR,LOC006,Completed,,
ORD0043174,CUST031612,2025-09-04 11:58:33,Website,Mobile,EUR,LOC009,Completed,,
ORD0043175,CUST031613,2024-11-04 22:07:30,Android,Mobile,EUR,LOC004,Completed,,
ORD0043176,CUST031614,2025-08-05 19:53:22,Website,Desktop,EUR,LOC009,Completed,,
ORD0043177,CUST031614,2025-09-18 14:07:59,Website,Desktop,EUR,LOC009,Completed,,
ORD0043178,CUST031614,2025-10-28 19:01:42,Website,Desktop,EUR,LOC010,Completed,,
ORD0043179,CUST031615,2025-09-14 18:46:48,iOS,Mobile,EUR,LOC008,Completed,,
ORD0043180,CUST031615,2025-11-21 20:13:42,Website,Mobile,EUR,LOC008,Completed,,
ORD0043181,CUST031617,2023-09-04 21:46:58,Website,Mobile,CHF,LOC014,Completed,,
ORD0043182,CUST031617,2023-12-06 11:51:57,Website,Mobile,CHF,LOC014,Completed,,
ORD0043183,CUST031617,2024-10-09 10:27:46,Website,Mobile,CHF,LOC014,Completed,,
ORD0043184,CUST031617,2025-03-30 19:31:00,Website,Mobile,CHF,LOC014,Completed,,
ORD0043185,CUST031617,2025-08-06 21:16:05,Website,Mobile,CHF,LOC014,Completed,,
ORD0043186,CUST031617,2025-09-29 21:34:02,Website,Mobile,CHF,LOC014,Completed,,
ORD0043187,CUST031617,2025-10-15 09:38:40,iOS,Mobile,CHF,LOC014,Completed,SEASON20,
ORD0043188,CUST031618,2024-02-29 09:00:20,Website,Desktop,EUR,LOC012,Completed,WELCOME10,
ORD0043189,CUST031618,2024-07-23 11:28:13,Website,Desktop,EUR,LOC012,Completed,SEASON20,
ORD0043190,CUST031618,2024-10-14 14:34:57,Website,Mobile,EUR,LOC012,Completed,,
ORD0043191,CUST031618,2024-10-28 19:44:55,Website,Desktop,EUR,LOC012,Refunded,,
ORD0043192,CUST031618,2024-12-14 22:09:14,Website,Desktop,EUR,LOC012,Completed,,
ORD0043193,CUST031618,2025-04-30 20:50:02,Website,Desktop,EUR,LOC012,Completed,,
ORD0043194,CUST031621,2024-04-30 19:35:29,Android,Mobile,EUR,LOC012,Completed,,
ORD0043195,CUST031621,2024-06-07 08:04:14,Website,Mobile,EUR,LOC012,Completed,SEASON20,CAMP0032
ORD0043196,CUST031621,2024-11-03 21:06:06,Android,Mobile,EUR,LOC012,Completed,,
ORD0043197,CUST031621,2024-11-18 17:13:10,Android,Mobile,EUR,LOC012,Completed,,
ORD0043198,CUST031621,2025-02-04 16:44:34,Android,Mobile,EUR,LOC012,Completed,,
